,station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
4090,MM15,Mirs Bay,2004-09-15,0.5,5.6,8.4,32.3,6.6,27.9,0.5,0.03,Bottom Water,0.8,5.5,8.1,34.0,6.8,25.1,1.5,0.09,22.36866667,114.4486667,24,-2.799999999999997
4099,MM15,Mirs Bay,2005-06-16,0.9,4.8,8.3,31.5,10.4,27.3,0.5,0.07,Bottom Water,1.9,4.6,8.2,34.1,12.2,24.8,5.3,0.05,22.36866667,114.4486667,24,-2.5
4100,MM15,Mirs Bay,2005-07-11,6.3,7.8,8.7,28.1,9.6,28.6,2.0,0.03,Bottom Water,0.8,3.9,8.2,34.6,11.4,21.4,4.5,0.09,22.36866667,114.4486667,24,-7.200000000000003
4101,MM15,Mirs Bay,2005-08-22,1.4,6.1,8.3,29.8,4.2,27.0,1.3,0.05,Bottom Water,1.2,5.1,8.3,34.6,6.7,21.2,7.2,0.07,22.36866667,114.4486667,24,-5.800000000000001
4102,MM15,Mirs Bay,2005-09-07,1.0,7.3,8.5,31.8,8.7,28.5,0.5,0.02,Bottom Water,2.0,4.8,8.3,34.2,14.5,22.3,6.2,0.17,22.36866667,114.4486667,24,-6.199999999999999
4111,MM15,Mirs Bay,2006-06-22,1.8,7.5,8.4,24.3,2.7,29.1,0.6,0.2,Bottom Water,1.8,4.8,8.2,34.2,5.5,22.8,2.0,0.1,22.36866667,114.4486667,24,-6.300000000000001
4112,MM15,Mirs Bay,2006-07-19,3.0,9.8,8.0,33.2,15.8,26.6,1.0,0.01,Bottom Water,0.9,7.0,7.9,34.3,21.4,21.5,3.4,0.1,22.36866667,114.4486667,24,-5.100000000000001
4113,MM15,Mirs Bay,2006-08-16,1.1,6.7,8.1,30.7,9.7,29.6,0.5,0.02,Bottom Water,2.0,5.0,8.0,33.7,15.1,25.2,1.0,0.1,22.36866667,114.4486667,24,-4.400000000000002
4114,MM15,Mirs Bay,2006-09-20,2.4,7.0,8.1,33.1,9.7,26.8,1.7,0.03,Bottom Water,2.7,6.3,8.1,33.1,10.2,25.7,1.3,0.02,22.36866667,114.4486667,24,-1.1000000000000014
4123,MM15,Mirs Bay,2007-06-13,1.6,5.8,8.1,33.1,9.6,25.9,1.3,0.03,Bottom Water,1.1,4.2,8.1,34.4,13.0,22.4,3.6,0.08,22.36866667,114.4486667,24,-3.5
4124,MM15,Mirs Bay,2007-07-11,1.7,5.9,8.6,29.5,11.9,30.8,1.0,0.04,Bottom Water,0.4,4.5,8.4,34.5,15.9,22.5,5.6,0.11,22.36866667,114.4486667,24,-8.3
4125,MM15,Mirs Bay,2007-08-15,5.8,5.6,8.2,32.4,9.3,27.7,1.2,0.03,Bottom Water,1.7,5.0,8.0,34.5,20.9,22.3,13.0,0.08,22.36866667,114.4486667,24,-5.399999999999999
4126,MM15,Mirs Bay,2007-09-06,1.6,5.7,8.2,31.8,10.4,28.0,0.6,0.04,Bottom Water,2.2,4.1,8.0,34.4,14.3,22.0,7.1,0.13,22.36866667,114.4486667,24,-6.0
4135,MM15,Mirs Bay,2008-06-19,2.6,6.7,8.6,27.2,20.3,27.6,1.4,0.03,Bottom Water,1.0,5.0,8.4,34.2,19.3,23.1,5.1,0.07,22.36866667,114.4486667,24,-4.5
4136,MM15,Mirs Bay,2008-07-18,1.8,6.7,8.5,25.3,9.4,30.4,2.0,0.02,Bottom Water,1.9,4.4,8.2,34.3,12.0,22.1,5.0,0.11,22.36866667,114.4486667,24,-8.299999999999997
4137,MM15,Mirs Bay,2008-08-11,1.9,6.2,8.4,31.0,8.2,27.4,1.4,0.03,Bottom Water,1.1,3.1,8.2,33.2,12.7,24.5,14.0,0.14,22.36866667,114.4486667,24,-2.8999999999999986
4138,MM15,Mirs Bay,2008-09-03,7.0,7.6,8.2,32.3,5.9,27.4,1.2,0.07,Bottom Water,0.7,4.0,8.0,34.2,7.9,22.4,4.3,0.11,22.36866667,114.4486667,24,-5.0
4146,MM15,Mirs Bay,2009-06-01,1.7,6.3,8.0,32.8,0.8,26.2,1.3,0.01,Bottom Water,0.9,5.6,7.9,34.0,3.6,25.8,4.8,0.03,22.36866667,114.4486667,24,-0.3999999999999986
4147,MM15,Mirs Bay,2009-07-09,2.9,5.2,8.4,31.6,8.3,28.1,0.9,0.02,Bottom Water,0.6,4.1,8.1,34.2,12.3,22.6,5.1,0.1,22.36866667,114.4486667,24,-5.5
4148,MM15,Mirs Bay,2009-08-12,2.7,5.9,8.5,30.3,6.8,29.2,0.6,0.01,Bottom Water,0.7,4.4,8.3,34.3,14.2,22.6,8.8,0.08,22.36866667,114.4486667,24,-6.599999999999998
4149,MM15,Mirs Bay,2009-09-18,4.1,7.8,8.1,31.4,1.7,29.7,2.2,0.01,Bottom Water,0.5,5.6,8.0,32.7,7.4,28.6,15.0,0.05,22.36866667,114.4486667,24,-1.0999999999999979
4158,MM15,Mirs Bay,2010-06-25,0.9,5.1,7.8,33.7,0.6,26.3,0.5,0.03,Bottom Water,0.5,3.9,7.8,34.1,3.1,24.9,3.2,0.06,22.36866667,114.4486667,24,-1.4000000000000021
4159,MM15,Mirs Bay,2010-07-14,3.7,5.9,8.2,29.4,1.2,28.7,1.7,0.13,Bottom Water,0.9,4.8,7.9,34.4,4.2,22.2,4.2,0.1,22.36866667,114.4486667,24,-6.5
4160,MM15,Mirs Bay,2010-08-16,0.7,3.8,8.3,31.8,15.4,29.7,0.5,0.01,Bottom Water,1.3,4.0,8.1,34.5,7.0,22.0,4.7,0.1,22.36866667,114.4486667,24,-7.699999999999999
4161,MM15,Mirs Bay,2010-09-06,1.0,6.3,8.2,32.1,0.2,29.4,0.5,0.02,Bottom Water,1.3,2.3,7.9,34.3,7.1,23.0,9.4,0.15,22.36866667,114.4486667,24,-6.399999999999999
4170,MM15,Mirs Bay,2011-06-09,0.7,5.5,8.1,33.5,0.5,28.6,0.5,0.04,Bottom Water,1.3,4.9,8.0,34.1,3.0,23.7,3.7,0.05,22.36866667,114.4486667,24,-4.900000000000002
4171,MM15,Mirs Bay,2011-07-25,1.2,4.2,8.3,32.0,0.7,29.1,0.8,0.02,Bottom Water,1.8,3.0,8.1,34.4,4.7,21.6,5.0,0.1,22.36866667,114.4486667,24,-7.5
4172,MM15,Mirs Bay,2011-08-05,1.0,7.1,8.3,32.0,0.4,29.1,0.6,0.03,Bottom Water,0.2,3.6,8.1,34.3,4.7,22.1,5.1,0.11,22.36866667,114.4486667,24,-7.0
4173,MM15,Mirs Bay,2011-09-19,3.0,6.8,8.3,32.4,3.1,29.5,0.5,0.02,Bottom Water,1.6,5.9,8.2,33.3,1.7,28.9,0.8,0.02,22.36866667,114.4486667,24,-0.6000000000000014
4182,MM15,Mirs Bay,2012-06-13,1.4,8.2,7.8,30.4,0.6,28.1,0.8,0.08,Bottom Water,0.8,7.0,7.7,33.5,6.7,25.9,5.4,0.08,22.36866667,114.4486667,24,-2.200000000000003
4183,MM15,Mirs Bay,2012-07-16,1.2,7.3,7.6,32.6,0.8,27.8,1.1,0.02,Bottom Water,1.0,5.0,7.5,34.1,3.0,21.7,3.8,0.12,22.36866667,114.4486667,24,-6.100000000000001
4184,MM15,Mirs Bay,2012-08-15,2.1,6.5,8.1,31.0,0.6,28.8,1.0,0.09,Bottom Water,0.9,3.9,7.9,34.1,5.2,23.1,6.1,0.15,22.36866667,114.4486667,24,-5.699999999999999
4185,MM15,Mirs Bay,2012-09-19,2.2,6.7,8.2,32.3,0.5,27.9,0.5,0.02,Bottom Water,1.9,5.3,8.1,32.6,0.7,27.4,0.6,0.03,22.36866667,114.4486667,24,-0.5
4194,MM15,Mirs Bay,2013-06-19,1.1,6.8,8.2,30.5,0.6,29.0,0.8,0.01,Bottom Water,0.4,3.9,8.0,32.4,2.9,24.7,4.8,0.11,22.36866667,114.4486667,24,-4.300000000000001
4195,MM15,Mirs Bay,2013-07-24,1.5,6.5,8.4,31.6,0.8,28.1,0.7,0.02,Bottom Water,0.6,3.2,8.1,34.1,3.6,22.6,2.5,0.12,22.36866667,114.4486667,24,-5.5
4196,MM15,Mirs Bay,2013-08-21,0.6,6.4,8.3,30.4,8.6,28.7,0.5,0.01,Bottom Water,1.0,3.9,8.0,34.3,15.4,22.4,8.1,0.08,22.36866667,114.4486667,24,-6.300000000000001
4197,MM15,Mirs Bay,2013-09-11,0.3,6.2,8.3,30.9,0.7,27.9,0.5,0.03,Bottom Water,1.0,5.6,8.3,31.1,0.8,27.2,0.5,0.05,22.36866667,114.4486667,24,-0.6999999999999993
4206,MM15,Mirs Bay,2014-06-19,0.5,6.0,8.2,31.7,0.5,29.7,0.5,0.03,Bottom Water,0.2,4.5,8.1,33.2,2.8,26.3,2.3,0.05,22.36866667,114.4486667,24,-3.3999999999999986
4207,MM15,Mirs Bay,2014-07-16,1.2,5.5,7.8,32.6,1.4,29.4,0.5,0.01,Bottom Water,0.5,4.7,7.8,34.3,3.6,22.2,3.6,0.07,22.36866667,114.4486667,24,-7.199999999999999
4208,MM15,Mirs Bay,2014-08-13,2.1,7.1,7.8,33.3,1.3,25.0,0.5,0.01,Bottom Water,1.6,4.3,7.8,34.4,5.1,22.4,3.4,0.07,22.36866667,114.4486667,24,-2.6000000000000014
4209,MM15,Mirs Bay,2014-09-11,1.0,4.7,7.8,32.7,0.2,29.5,0.6,0.02,Bottom Water,0.2,2.3,7.5,34.2,3.4,23.4,4.2,0.13,22.36866667,114.4486667,24,-6.100000000000001
4218,MM15,Mirs Bay,2015-06-19,1.8,7.0,8.0,33.9,2.3,27.5,1.6,0.02,Bottom Water,1.5,4.3,7.9,34.4,4.7,22.4,13.0,0.09,22.36866667,114.4486667,24,-5.100000000000001
4219,MM15,Mirs Bay,2015-07-13,0.3,6.1,8.3,33.2,2.3,28.4,10.0,0.02,Bottom Water,0.7,3.2,8.1,34.2,3.3,23.4,1.8,0.05,22.36866667,114.4486667,24,-5.0
4220,MM15,Mirs Bay,2015-08-13,1.1,6.4,7.9,33.4,2.3,27.9,0.6,0.02,Bottom Water,1.2,3.4,7.8,34.5,6.0,22.2,5.7,0.1,22.36866667,114.4486667,24,-5.699999999999999
4221,MM15,Mirs Bay,2015-09-07,1.1,6.2,8.1,33.3,2.3,28.2,0.6,0.02,Bottom Water,0.7,3.0,7.9,34.5,6.0,22.3,5.6,0.1,22.36866667,114.4486667,24,-5.899999999999999
4230,MM15,Mirs Bay,2016-06-16,1.6,5.3,6.9,33.5,2.4,27.1,3.2,0.02,Bottom Water,1.0,4.2,6.7,34.6,3.1,22.2,11.0,0.06,22.36866667,114.4486667,24,-4.900000000000002
4231,MM15,Mirs Bay,2016-07-15,3.5,6.5,8.2,30.2,9.7,29.1,2.8,0.05,Bottom Water,0.9,4.9,7.9,35.1,4.0,22.5,3.2,0.11,22.36866667,114.4486667,24,-6.600000000000001
4232,MM15,Mirs Bay,2016-08-10,1.5,6.3,8.1,33.0,4.9,27.0,6.7,0.03,Bottom Water,1.0,3.8,7.9,34.1,5.2,23.5,18.0,0.08,22.36866667,114.4486667,24,-3.5
4233,MM15,Mirs Bay,2016-09-09,1.3,5.8,8.1,32.2,19.8,28.1,0.8,0.01,Bottom Water,1.1,0.8,7.8,34.0,4.0,23.9,3.2,0.16,22.36866667,114.4486667,24,-4.200000000000003
4242,MM15,Mirs Bay,2017-06-09,0.9,7.0,8.2,31.2,0.3,29.5,1.2,0.07,Bottom Water,3.3,4.3,7.9,33.9,2.1,24.5,3.2,0.06,22.36866667,114.4486667,24,-5.0
4243,MM15,Mirs Bay,2017-07-24,1.8,6.3,8.2,27.0,0.8,29.2,8.3,0.08,Bottom Water,0.8,2.5,7.8,33.4,1.1,24.4,5.8,0.11,22.36866667,114.4486667,24,-4.800000000000001
4244,MM15,Mirs Bay,2017-08-21,0.7,5.2,8.3,33.4,0.1,29.4,4.2,0.01,Bottom Water,0.8,4.6,8.1,34.5,2.8,23.2,4.6,0.05,22.36866667,114.4486667,24,-6.199999999999999
4245,MM15,Mirs Bay,2017-09-18,1.8,7.9,8.1,30.5,0.6,30.0,8.3,0.01,Bottom Water,0.9,2.8,7.7,33.3,3.5,26.9,7.3,0.03,22.36866667,114.4486667,24,-3.1000000000000014
4254,MM15,Mirs Bay,2018-06-11,0.5,4.8,8.1,31.6,0.5,29.2,7.7,0.05,Bottom Water,0.5,4.9,8.0,32.7,1.0,28.0,6.9,0.08,22.36866667,114.4486667,24,-1.1999999999999993
4255,MM15,Mirs Bay,2018-07-23,1.0,6.2,8.2,31.8,1.6,29.5,5.6,0.01,Bottom Water,1.1,5.4,8.1,32.9,2.7,28.7,8.9,0.04,22.36866667,114.4486667,24,-0.8000000000000007
4256,MM15,Mirs Bay,2018-08-16,0.7,5.0,8.2,31.3,0.1,29.0,0.5,0.03,Bottom Water,0.6,2.9,7.9,33.6,0.8,24.8,1.8,0.09,22.36866667,114.4486667,24,-4.199999999999999
4257,MM15,Mirs Bay,2018-09-21,0.7,6.8,8.4,31.0,0.7,28.7,9.6,0.01,Bottom Water,0.6,5.9,8.3,33.4,7.0,26.1,13.0,0.05,22.36866667,114.4486667,24,-2.599999999999998
4266,MM15,Mirs Bay,2019-06-10,1.0,5.8,7.7,33.2,0.2,27.5,7.4,0.01,Bottom Water,1.0,4.6,7.6,34.3,1.4,24.5,8.7,0.03,22.36866667,114.4486667,24,-3.0
4267,MM15,Mirs Bay,2019-07-17,0.9,6.0,7.7,32.8,2.1,28.5,6.6,0.01,Bottom Water,1.5,4.1,7.5,34.6,4.1,22.6,9.6,0.08,22.36866667,114.4486667,24,-5.899999999999999
4268,MM15,Mirs Bay,2019-08-22,4.8,7.0,8.5,31.5,11.9,30.6,2.0,0.01,Bottom Water,3.0,3.8,8.1,34.6,12.2,22.6,7.2,0.02,22.36866667,114.4486667,24,-8.0
4269,MM15,Mirs Bay,2019-09-23,1.1,5.2,8.3,31.9,2.2,28.8,6.9,0.02,Bottom Water,0.3,5.5,8.2,33.2,7.4,29.3,7.4,0.03,22.36866667,114.4486667,24,0.5
4278,MM15,Mirs Bay,2020-06-22,0.9,5.8,8.0,32.4,1.6,27.8,6.0,0.02,Bottom Water,0.9,4.5,7.9,34.3,4.4,22.6,8.6,0.05,22.36866667,114.4486667,24,-5.199999999999999
4279,MM15,Mirs Bay,2020-07-22,6.1,7.1,8.3,27.1,2.4,28.3,9.2,0.25,Bottom Water,2.4,4.5,7.9,34.4,5.3,21.6,12.0,0.08,22.36866667,114.4486667,24,-6.699999999999999
4280,MM15,Mirs Bay,2020-08-27,1.1,7.4,7.9,31.7,1.8,28.8,0.8,0.01,Bottom Water,1.8,5.0,8.0,34.2,5.4,24.4,2.1,0.03,22.36866667,114.4486667,24,-4.400000000000002
4281,MM15,Mirs Bay,2020-09-23,0.7,5.7,8.0,32.2,2.7,29.7,3.8,0.02,Bottom Water,0.6,5.2,7.9,32.2,3.0,29.1,0.5,0.02,22.36866667,114.4486667,24,-0.5999999999999979
4290,MM15,Mirs Bay,2021-06-24,2.2,4.4,7.6,33.5,2.7,26.0,1.5,0.03,Bottom Water,0.9,4.4,7.5,34.5,6.0,23.5,0.5,0.04,22.36866667,114.4486667,24,-2.5
4291,MM15,Mirs Bay,2021-07-22,0.5,5.2,7.5,31.5,2.6,29.0,2.5,0.04,Bottom Water,0.3,3.7,7.3,33.2,2.9,27.4,2.0,0.05,22.36866667,114.4486667,24,-1.6000000000000014
4292,MM15,Mirs Bay,2021-08-23,1.3,5.4,7.5,33.4,3.0,27.6,1.1,0.03,Bottom Water,2.4,2.8,7.3,34.4,6.8,21.9,0.9,0.02,22.36866667,114.4486667,24,-5.700000000000003
4293,MM15,Mirs Bay,2021-09-29,0.7,5.2,8.2,32.8,7.5,30.1,0.6,0.1,Bottom Water,1.1,4.9,8.1,32.9,6.2,29.3,1.2,0.05,22.36866667,114.4486667,24,-0.8000000000000007
4302,MM15,Mirs Bay,2022-06-22,1.1,6.4,8.2,32.5,6.6,27.8,0.8,0.04,Bottom Water,0.7,4.6,8.0,34.2,18.9,23.6,3.4,0.1,22.36866667,114.4486667,24,-4.199999999999999
4303,MM15,Mirs Bay,2022-07-22,3.8,5.9,8.2,30.8,7.4,29.8,13.0,0.03,Bottom Water,0.6,4.1,7.9,34.3,9.1,22.8,4.3,0.11,22.36866667,114.4486667,24,-7.0
4304,MM15,Mirs Bay,2022-08-18,0.7,6.0,7.6,30.2,0.1,29.3,2.8,0.05,Bottom Water,1.0,2.4,7.2,34.3,2.5,22.4,2.2,0.16,22.36866667,114.4486667,24,-6.900000000000002
4305,MM15,Mirs Bay,2022-09-23,1.1,5.6,8.2,33.1,4.0,29.0,0.7,0.03,Bottom Water,0.8,5.5,8.1,33.2,4.1,28.3,0.7,0.03,22.36866667,114.4486667,24,-0.6999999999999993
4311,MM16,Mirs Bay,1994-07-29,3.3,7.4,8.5,23.8,8.7,28.4,1.2,0.06,Bottom Water,2.9,3.4,8.0,34.3,7.0,23.1,1.9,0.06,22.4445,114.4486667,22,-5.299999999999997
4312,MM16,Mirs Bay,1994-09-26,0.4,6.1,8.3,31.5,2.3,28.2,0.5,0.01,Bottom Water,0.4,5.8,8.2,33.0,10.1,27.2,1.8,0.01,22.4445,114.4486667,22,-1.0
4317,MM16,Mirs Bay,1995-07-20,0.7,6.1,8.4,26.5,0.1,31.0,1.1,0.04,Bottom Water,0.3,5.2,8.2,34.4,5.0,21.5,7.5,0.07,22.4445,114.4486667,22,-9.5
4322,MM16,Mirs Bay,1996-07-05,1.3,6.5,8.1,30.8,0.8,30.1,1.1,0.01,Bottom Water,0.7,5.1,7.9,34.5,3.3,22.8,5.1,0.08,22.4445,114.4486667,22,-7.300000000000001
4323,MM16,Mirs Bay,1996-09-26,0.6,6.2,8.2,29.4,0.7,28.1,0.6,0.02,Bottom Water,1.4,6.0,8.2,31.9,2.3,28.2,0.7,0.02,22.4445,114.4486667,22,0.09999999999999787
4328,MM16,Mirs Bay,1997-07-23,1.6,8.1,8.6,22.0,1.3,30.0,1.6,0.08,Bottom Water,0.4,4.3,8.3,34.3,4.1,21.5,3.4,0.15,22.4445,114.4486667,22,-8.5
4329,MM16,Mirs Bay,1997-09-22,2.9,7.2,8.3,29.6,1.7,27.6,2.7,0.04,Bottom Water,2.1,6.1,8.3,32.1,4.2,26.0,2.6,0.04,22.4445,114.4486667,22,-1.6000000000000014
4334,MM16,Mirs Bay,1998-07-29,1.2,6.6,7.9,32.4,4.2,29.0,0.7,0.02,Bottom Water,1.1,5.1,8.0,34.6,6.6,21.6,0.9,0.02,22.4445,114.4486667,22,-7.399999999999999
4335,MM16,Mirs Bay,1998-09-23,0.5,4.3,8.1,32.2,1.8,28.3,0.6,0.02,Bottom Water,1.1,3.6,8.1,32.7,6.5,28.2,3.4,0.06,22.4445,114.4486667,22,-0.10000000000000142
4340,MM16,Mirs Bay,1999-06-03,1.2,6.9,8.2,32.5,4.2,27.1,0.5,0.02,Bottom Water,1.5,5.4,8.0,33.9,6.9,24.7,2.2,0.04,22.4445,114.4486667,22,-2.400000000000002
4341,MM16,Mirs Bay,1999-07-21,1.6,6.0,8.1,33.4,7.6,27.6,1.7,0.01,Bottom Water,1.8,3.3,8.0,34.5,12.2,22.3,0.9,0.12,22.4445,114.4486667,22,-5.300000000000001
4342,MM16,Mirs Bay,1999-08-11,2.9,6.3,8.7,30.2,4.5,29.8,6.3,0.01,Bottom Water,2.3,1.3,8.2,34.3,8.4,23.6,6.1,0.16,22.4445,114.4486667,22,-6.199999999999999
4343,MM16,Mirs Bay,1999-09-29,0.5,4.7,8.5,31.2,8.4,27.1,3.5,0.05,Bottom Water,0.2,4.9,8.4,31.8,14.0,26.3,8.3,0.09,22.4445,114.4486667,22,-0.8000000000000007
4351,MM16,Mirs Bay,2000-06-08,1.1,5.5,8.0,31.5,4.6,29.1,0.8,0.03,Bottom Water,2.4,4.8,8.1,33.9,6.5,22.4,2.8,0.06,22.4445,114.4486667,22,-6.700000000000003
4352,MM16,Mirs Bay,2000-07-06,1.7,6.4,8.1,30.7,4.9,29.1,0.8,0.05,Bottom Water,2.2,4.6,7.9,33.9,9.1,22.7,5.7,0.12,22.4445,114.4486667,22,-6.400000000000002
4353,MM16,Mirs Bay,2000-08-04,0.2,6.3,8.0,32.1,4.9,25.7,1.0,0.03,Bottom Water,0.7,4.9,8.0,34.2,15.3,22.6,15.0,0.1,22.4445,114.4486667,22,-3.099999999999998
4354,MM16,Mirs Bay,2000-09-25,1.2,7.9,8.3,31.6,13.4,27.8,0.6,0.03,Bottom Water,2.6,7.7,8.4,32.4,19.1,27.0,1.0,0.03,22.4445,114.4486667,22,-0.8000000000000007
4363,MM16,Mirs Bay,2001-06-15,5.9,7.3,8.6,28.5,5.1,27.5,1.4,0.02,Bottom Water,0.2,5.3,8.4,33.9,12.0,23.6,12.0,0.06,22.4445,114.4486667,22,-3.8999999999999986
4364,MM16,Mirs Bay,2001-07-11,3.0,8.3,8.5,26.0,5.4,29.9,1.6,0.02,Bottom Water,1.9,4.7,8.2,32.7,12.1,25.8,12.0,0.08,22.4445,114.4486667,22,-4.099999999999998
4365,MM16,Mirs Bay,2001-08-03,2.7,7.2,8.5,28.5,5.5,28.0,1.6,0.02,Bottom Water,0.2,3.2,8.1,34.0,8.8,22.5,6.2,0.13,22.4445,114.4486667,22,-5.5
4366,MM16,Mirs Bay,2001-09-13,1.6,6.0,8.2,27.3,5.8,28.1,1.1,0.02,Bottom Water,2.8,4.4,8.1,33.0,13.5,27.3,0.6,0.02,22.4445,114.4486667,22,-0.8000000000000007
4374,MM16,Mirs Bay,2002-06-27,1.0,6.3,8.0,33.1,5.1,29.8,0.5,0.02,Bottom Water,3.7,5.4,8.0,34.3,9.3,21.9,3.8,0.06,22.4445,114.4486667,22,-7.900000000000002
4375,MM16,Mirs Bay,2002-07-10,1.1,6.6,8.0,29.2,5.4,29.1,0.7,0.07,Bottom Water,1.5,3.7,8.0,34.3,28.2,22.0,30.0,0.1,22.4445,114.4486667,22,-7.100000000000001
4376,MM16,Mirs Bay,2002-08-09,2.4,6.1,8.0,30.5,5.3,27.5,0.5,0.02,Bottom Water,0.3,3.4,8.0,34.1,13.5,22.0,9.4,0.08,22.4445,114.4486667,22,-5.5
4377,MM16,Mirs Bay,2002-09-09,0.4,7.1,8.4,29.7,6.4,28.0,0.9,0.05,Bottom Water,1.2,2.6,8.0,34.1,8.6,22.3,7.6,0.08,22.4445,114.4486667,22,-5.699999999999999
4386,MM16,Mirs Bay,2003-06-12,3.1,6.1,8.3,31.1,4.4,26.2,1.1,0.07,Bottom Water,0.6,5.1,8.2,34.0,6.9,26.5,6.8,0.05,22.4445,114.4486667,22,0.3000000000000007
4387,MM16,Mirs Bay,2003-07-11,1.2,6.4,8.4,33.9,1.2,26.9,0.6,0.01,Bottom Water,0.8,3.5,8.1,35.1,6.6,22.1,6.4,0.09,22.4445,114.4486667,22,-4.799999999999997
4388,MM16,Mirs Bay,2003-08-08,0.7,5.5,8.3,33.6,3.2,28.2,0.7,0.02,Bottom Water,0.8,4.1,8.1,35.0,8.8,23.9,13.0,0.11,22.4445,114.4486667,22,-4.300000000000001
4389,MM16,Mirs Bay,2003-09-10,1.4,6.2,8.0,32.8,5.9,28.2,0.6,0.01,Bottom Water,2.3,4.2,8.0,33.8,13.6,25.4,4.5,0.15,22.4445,114.4486667,22,-2.8000000000000007
4398,MM16,Mirs Bay,2004-06-03,3.0,6.7,8.2,31.5,7.4,28.5,0.7,0.11,Bottom Water,1.5,5.5,8.0,34.1,11.1,26.2,2.1,0.05,22.4445,114.4486667,22,-2.3000000000000007
4399,MM16,Mirs Bay,2004-07-14,0.7,5.4,8.2,33.7,6.4,29.0,1.0,0.02,Bottom Water,0.8,5.5,8.1,37.5,9.6,22.1,4.4,0.06,22.4445,114.4486667,22,-6.899999999999999
4400,MM16,Mirs Bay,2004-08-04,2.4,7.2,8.5,29.1,7.3,30.6,1.6,0.03,Bottom Water,0.8,7.2,8.0,34.5,10.0,22.7,4.4,0.1,22.4445,114.4486667,22,-7.900000000000002
4401,MM16,Mirs Bay,2004-09-15,1.0,5.6,8.4,32.4,6.8,27.5,0.5,0.05,Bottom Water,0.7,5.6,7.8,34.4,10.3,24.6,6.3,0.13,22.4445,114.4486667,22,-2.8999999999999986
4410,MM16,Mirs Bay,2005-06-16,1.1,6.1,8.3,31.5,8.3,27.2,0.5,0.07,Bottom Water,1.5,5.1,8.2,34.0,12.4,26.3,5.7,0.04,22.4445,114.4486667,22,-0.8999999999999986
4411,MM16,Mirs Bay,2005-07-11,2.8,6.5,8.6,27.7,10.1,29.2,1.8,0.02,Bottom Water,0.9,3.4,8.1,34.5,13.1,21.6,5.4,0.1,22.4445,114.4486667,22,-7.599999999999998
4412,MM16,Mirs Bay,2005-08-22,1.7,5.4,8.3,29.2,4.4,27.7,0.9,0.07,Bottom Water,0.9,4.4,8.2,34.6,8.1,21.4,7.6,0.11,22.4445,114.4486667,22,-6.300000000000001
4413,MM16,Mirs Bay,2005-09-07,1.6,7.5,8.4,31.7,9.1,27.9,0.5,0.02,Bottom Water,2.8,5.5,8.4,33.6,8.8,23.5,1.3,0.14,22.4445,114.4486667,22,-4.399999999999999
4422,MM16,Mirs Bay,2006-06-22,2.6,7.9,8.5,24.5,0.8,29.2,1.7,0.16,Bottom Water,5.8,4.3,8.3,34.1,5.6,23.5,1.4,0.09,22.4445,114.4486667,22,-5.699999999999999
4423,MM16,Mirs Bay,2006-07-19,2.6,9.7,7.9,33.3,16.6,25.5,1.4,0.02,Bottom Water,4.2,6.7,7.9,34.3,20.9,21.4,7.6,0.09,22.4445,114.4486667,22,-4.100000000000001
4424,MM16,Mirs Bay,2006-08-16,1.4,7.1,8.1,29.1,9.7,29.7,0.5,0.01,Bottom Water,1.2,5.1,7.9,33.4,15.3,25.1,2.4,0.1,22.4445,114.4486667,22,-4.599999999999998
4425,MM16,Mirs Bay,2006-09-20,1.1,6.5,8.0,32.7,9.4,27.0,1.1,0.04,Bottom Water,2.0,5.7,8.1,33.5,15.0,24.3,3.0,0.1,22.4445,114.4486667,22,-2.6999999999999993
4434,MM16,Mirs Bay,2007-06-13,0.8,5.9,8.0,32.4,8.3,26.9,0.8,0.02,Bottom Water,0.8,3.7,8.1,34.4,11.4,22.6,3.3,0.1,22.4445,114.4486667,22,-4.299999999999997
4435,MM16,Mirs Bay,2007-07-11,1.4,6.2,8.6,29.5,10.1,31.6,0.8,0.04,Bottom Water,0.9,4.3,8.4,34.4,12.9,22.7,5.4,0.11,22.4445,114.4486667,22,-8.900000000000002
4436,MM16,Mirs Bay,2007-08-15,6.7,5.6,8.1,32.2,11.5,27.7,1.4,0.03,Bottom Water,0.8,4.6,8.0,34.5,19.5,22.4,7.2,0.08,22.4445,114.4486667,22,-5.300000000000001
4437,MM16,Mirs Bay,2007-09-06,1.8,6.1,8.2,32.1,9.6,27.9,0.6,0.03,Bottom Water,2.1,3.3,8.0,34.4,14.3,22.0,6.4,0.15,22.4445,114.4486667,22,-5.899999999999999
4446,MM16,Mirs Bay,2008-06-19,3.0,7.1,8.6,26.2,17.3,27.2,1.5,0.05,Bottom Water,1.0,4.2,8.3,34.2,18.2,23.4,7.7,0.11,22.4445,114.4486667,22,-3.8000000000000007
4447,MM16,Mirs Bay,2008-07-18,0.6,7.1,8.5,25.0,11.4,29.9,2.4,0.03,Bottom Water,1.4,4.2,8.2,34.3,11.4,22.4,5.2,0.11,22.4445,114.4486667,22,-7.5
