,station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
5812,MM3,Mirs Bay,2007-02-08,1.1,8.4,8.4,33.2,7.9,18.5,1.4,0.02,Bottom Water,1.4,8.8,8.3,33.2,8.6,16.8,2.6,0.01,22.5619,114.31025,16,-1.6999999999999993
5821,MM3,Mirs Bay,2007-11-14,8.4,6.2,8.1,33.0,4.2,23.3,6.3,0.04,Bottom Water,9.2,7.3,8.2,33.0,4.4,23.1,19.0,0.07,22.5619,114.31025,16,-0.1999999999999993
5822,MM3,Mirs Bay,2007-12-13,4.8,8.8,8.3,31.8,6.5,20.4,1.6,0.03,Bottom Water,6.0,8.6,8.3,31.9,7.1,20.1,2.0,0.05,22.5619,114.31025,16,-0.29999999999999716
5823,MM3,Mirs Bay,2008-01-14,1.8,7.9,8.3,31.7,7.7,18.7,4.8,0.07,Bottom Water,1.4,7.9,8.3,31.7,9.0,18.7,7.4,0.06,22.5619,114.31025,16,0.0
5824,MM3,Mirs Bay,2008-02-20,5.9,10.4,7.8,31.8,7.3,14.9,2.4,0.14,Bottom Water,5.4,10.0,7.8,31.9,9.3,14.1,6.2,0.16,22.5619,114.31025,16,-0.8000000000000007
5833,MM3,Mirs Bay,2008-11-19,4.2,7.0,8.3,32.4,2.8,23.9,4.8,0.02,Bottom Water,2.8,7.0,8.3,32.4,3.5,23.9,5.3,0.02,22.5619,114.31025,16,0.0
5834,MM3,Mirs Bay,2008-12-09,1.9,6.6,8.2,32.9,1.8,19.8,1.9,0.01,Bottom Water,2.2,7.2,8.2,32.9,8.4,19.7,9.8,0.01,22.5619,114.31025,16,-0.10000000000000142
5835,MM3,Mirs Bay,2009-01-16,3.0,7.8,8.1,33.3,8.8,16.0,3.2,0.07,Bottom Water,2.9,8.0,8.1,33.3,9.2,15.8,6.2,0.05,22.5619,114.31025,16,-0.1999999999999993
5836,MM3,Mirs Bay,2009-02-09,0.9,5.9,8.1,33.3,0.7,18.3,1.2,0.01,Bottom Water,0.8,6.7,8.1,33.4,0.8,17.5,1.2,0.01,22.5619,114.31025,16,-0.8000000000000007
5845,MM3,Mirs Bay,2009-11-23,3.1,7.3,8.2,32.8,2.5,20.3,2.7,0.07,Bottom Water,1.6,7.1,8.2,33.2,3.0,20.2,4.6,0.07,22.5619,114.31025,16,-0.10000000000000142
5846,MM3,Mirs Bay,2009-12-09,2.9,7.6,8.0,33.0,0.8,20.3,1.0,0.03,Bottom Water,3.0,7.3,8.0,33.2,5.4,20.2,6.1,0.03,22.5619,114.31025,16,-0.10000000000000142
5847,MM3,Mirs Bay,2010-01-11,2.1,7.7,7.9,32.3,1.2,17.4,1.9,0.06,Bottom Water,1.6,7.4,7.9,32.4,1.4,17.3,1.5,0.05,22.5619,114.31025,16,-0.09999999999999787
5848,MM3,Mirs Bay,2010-02-01,4.1,8.1,8.0,32.3,4.8,17.9,4.3,0.04,Bottom Water,1.1,7.4,7.9,32.3,6.2,17.2,7.0,0.08,22.5619,114.31025,16,-0.6999999999999993
5857,MM3,Mirs Bay,2010-11-22,4.8,7.1,8.1,32.1,3.6,23.0,5.0,0.06,Bottom Water,1.1,6.3,8.1,32.3,3.0,22.6,3.6,0.1,22.5619,114.31025,16,-0.3999999999999986
5858,MM3,Mirs Bay,2010-12-09,1.8,6.7,8.1,32.3,3.9,21.4,4.8,0.06,Bottom Water,0.8,6.7,8.1,32.4,5.2,21.2,7.3,0.09,22.5619,114.31025,16,-0.1999999999999993
5859,MM3,Mirs Bay,2011-01-20,1.3,7.9,8.0,32.9,2.9,15.2,3.0,0.09,Bottom Water,1.0,7.9,7.9,33.0,2.7,15.2,3.4,0.1,22.5619,114.31025,16,0.0
5860,MM3,Mirs Bay,2011-02-21,1.4,7.4,7.9,31.9,3.2,15.0,4.1,0.21,Bottom Water,1.0,7.7,7.9,31.9,5.5,14.9,7.7,0.22,22.5619,114.31025,16,-0.09999999999999964
5869,MM3,Mirs Bay,2011-11-24,1.3,6.4,8.0,32.7,5.0,23.8,5.6,0.08,Bottom Water,1.2,6.5,8.0,32.7,7.7,23.7,8.5,0.07,22.5619,114.31025,16,-0.10000000000000142
5870,MM3,Mirs Bay,2011-12-14,1.5,7.6,7.8,31.9,2.3,19.3,2.7,0.19,Bottom Water,2.6,7.5,7.8,32.2,2.0,19.1,3.0,0.16,22.5619,114.31025,16,-0.1999999999999993
5871,MM3,Mirs Bay,2012-01-13,5.9,8.9,8.1,31.2,3.0,16.5,3.3,0.11,Bottom Water,6.9,8.8,8.1,31.2,3.6,16.5,5.4,0.12,22.5619,114.31025,16,0.0
5872,MM3,Mirs Bay,2012-02-06,0.8,7.9,8.1,31.2,1.4,16.0,1.1,0.19,Bottom Water,3.5,8.0,8.1,31.4,1.0,15.8,1.8,0.18,22.5619,114.31025,16,-0.1999999999999993
5881,MM3,Mirs Bay,2012-11-19,2.4,6.7,8.0,32.6,1.7,23.9,2.3,0.05,Bottom Water,3.9,6.9,8.0,32.7,2.1,23.8,4.4,0.04,22.5619,114.31025,16,-0.09999999999999787
5882,MM3,Mirs Bay,2012-12-12,3.3,7.6,7.8,32.7,1.9,20.6,2.0,0.1,Bottom Water,3.9,7.5,7.8,32.8,2.5,20.4,2.6,0.1,22.5619,114.31025,16,-0.20000000000000284
5883,MM3,Mirs Bay,2013-01-23,1.0,8.2,8.0,32.3,7.8,17.5,5.2,0.16,Bottom Water,1.0,7.9,8.0,32.5,20.6,17.3,25.0,0.16,22.5619,114.31025,16,-0.1999999999999993
5884,MM3,Mirs Bay,2013-02-20,1.8,8.7,8.0,31.9,1.2,18.7,1.2,0.09,Bottom Water,1.6,8.2,7.9,31.9,3.3,18.5,4.3,0.1,22.5619,114.31025,16,-0.1999999999999993
5893,MM3,Mirs Bay,2013-11-15,0.5,4.6,8.0,31.8,3.2,24.2,3.2,0.1,Bottom Water,1.4,6.1,8.1,31.9,10.8,24.0,16.0,0.09,22.5619,114.31025,16,-0.1999999999999993
5894,MM3,Mirs Bay,2013-12-09,3.8,6.5,8.3,32.6,1.9,20.6,1.5,0.01,Bottom Water,2.9,8.0,8.3,32.5,1.2,20.3,1.6,0.02,22.5619,114.31025,16,-0.3000000000000007
5895,MM3,Mirs Bay,2014-01-13,0.9,5.5,8.1,33.0,4.1,16.3,2.3,0.11,Bottom Water,1.4,7.6,8.1,33.1,3.0,16.4,3.1,0.13,22.5619,114.31025,16,0.09999999999999787
5896,MM3,Mirs Bay,2014-02-12,0.5,6.9,8.0,32.6,1.1,16.2,1.0,0.09,Bottom Water,0.2,8.2,8.0,32.8,1.1,16.0,52.0,0.09,22.5619,114.31025,16,-0.1999999999999993
5905,MM3,Mirs Bay,2014-11-20,0.2,7.6,8.3,33.2,0.5,23.7,1.2,0.02,Bottom Water,3.5,6.9,8.2,33.3,1.0,23.5,2.6,0.04,22.5619,114.31025,16,-0.1999999999999993
5906,MM3,Mirs Bay,2014-12-12,7.4,7.3,8.2,32.7,1.5,20.5,3.5,0.01,Bottom Water,6.0,7.9,8.2,32.8,1.1,20.5,2.7,0.01,22.5619,114.31025,16,0.0
5907,MM3,Mirs Bay,2015-01-14,0.6,7.5,8.1,31.8,2.6,16.8,10.0,0.11,Bottom Water,0.7,7.7,8.2,31.9,1.5,16.8,5.2,0.09,22.5619,114.31025,16,0.0
5908,MM3,Mirs Bay,2015-02-13,1.9,5.4,8.0,31.9,2.3,17.1,2.8,0.05,Bottom Water,1.5,8.2,7.9,31.8,4.7,16.7,4.8,0.06,22.5619,114.31025,16,-0.40000000000000213
5917,MM3,Mirs Bay,2015-11-23,0.6,6.0,8.2,33.2,1.5,26.3,1.8,0.07,Bottom Water,0.5,6.0,8.1,33.2,0.9,26.1,0.8,0.07,22.5619,114.31025,16,-0.1999999999999993
5918,MM3,Mirs Bay,2015-12-16,3.0,5.4,8.2,33.1,2.2,20.7,4.8,0.08,Bottom Water,3.1,6.9,8.2,33.2,3.6,20.9,26.0,0.09,22.5619,114.31025,16,0.1999999999999993
5919,MM3,Mirs Bay,2016-01-15,2.9,7.8,7.9,31.8,1.0,18.9,11.0,0.09,Bottom Water,2.3,7.8,7.9,31.8,1.0,18.9,9.1,0.09,22.5619,114.31025,16,0.0
5920,MM3,Mirs Bay,2016-02-26,5.7,9.4,8.2,30.8,0.5,15.1,0.5,0.12,Bottom Water,0.6,8.6,8.2,30.9,0.8,15.0,0.7,0.13,22.5619,114.31025,16,-0.09999999999999964
5929,MM3,Mirs Bay,2016-11-09,1.9,5.9,7.7,31.2,1.2,25.6,7.6,0.04,Bottom Water,1.5,6.6,7.7,31.3,2.3,25.9,8.1,0.04,22.5619,114.31025,16,0.29999999999999716
5930,MM3,Mirs Bay,2016-12-08,1.3,6.1,8.2,31.1,2.8,21.9,1.5,0.11,Bottom Water,1.5,7.0,8.2,31.1,1.7,21.8,3.8,0.12,22.5619,114.31025,16,-0.09999999999999787
5931,MM3,Mirs Bay,2017-01-19,1.0,7.0,8.2,30.7,1.8,20.1,3.7,0.1,Bottom Water,0.2,6.9,8.2,30.8,1.1,19.4,2.4,0.08,22.5619,114.31025,16,-0.7000000000000028
5932,MM3,Mirs Bay,2017-02-08,1.2,7.3,8.1,30.9,3.3,19.1,9.4,0.06,Bottom Water,0.9,7.2,8.1,31.0,3.7,19.0,15.0,0.07,22.5619,114.31025,16,-0.10000000000000142
5941,MM3,Mirs Bay,2017-11-13,0.7,6.4,7.8,32.7,6.2,24.8,5.8,0.03,Bottom Water,0.9,6.6,7.8,32.8,1.8,24.8,9.2,0.03,22.5619,114.31025,16,0.0
5942,MM3,Mirs Bay,2017-12-13,1.1,6.6,7.9,33.1,1.3,20.4,7.5,0.08,Bottom Water,0.6,6.9,7.9,33.2,4.1,20.4,16.0,0.02,22.5619,114.31025,16,0.0
5943,MM3,Mirs Bay,2018-01-22,6.9,9.8,8.1,32.4,4.5,18.1,4.3,0.01,Bottom Water,0.8,7.8,8.0,32.5,3.3,17.1,2.8,0.08,22.5619,114.31025,16,-1.0
5944,MM3,Mirs Bay,2018-02-08,0.9,7.9,7.8,32.5,1.3,14.4,2.5,0.07,Bottom Water,1.6,8.0,7.7,32.6,5.2,14.2,9.5,0.09,22.5619,114.31025,16,-0.20000000000000107
5953,MM3,Mirs Bay,2018-11-16,1.7,4.6,7.9,32.7,1.7,24.7,7.6,0.03,Bottom Water,0.2,6.3,7.9,32.8,1.9,24.7,7.3,0.02,22.5619,114.31025,16,0.0
5954,MM3,Mirs Bay,2018-12-13,0.6,6.3,7.8,32.7,4.3,20.4,14.0,0.04,Bottom Water,0.9,6.6,7.8,33.0,4.1,20.8,14.0,0.04,22.5619,114.31025,16,0.40000000000000213
5955,MM3,Mirs Bay,2019-01-21,1.8,7.5,7.9,31.9,0.8,18.1,1.8,0.15,Bottom Water,1.7,7.8,7.9,32.0,0.7,18.2,1.7,0.14,22.5619,114.31025,16,0.09999999999999787
5956,MM3,Mirs Bay,2019-02-18,2.6,7.3,8.1,32.0,0.9,19.7,7.5,0.03,Bottom Water,1.9,8.0,8.1,32.1,1.0,19.7,8.1,0.03,22.5619,114.31025,16,0.0
5965,MM3,Mirs Bay,2019-11-15,0.9,6.2,8.0,33.0,1.7,25.4,6.2,0.04,Bottom Water,0.7,6.3,7.9,33.0,3.7,24.9,12.0,0.04,22.5619,114.31025,16,-0.5
5966,MM3,Mirs Bay,2019-12-12,4.2,6.1,8.3,33.4,3.1,20.0,2.9,0.02,Bottom Water,3.2,7.7,8.2,33.5,2.2,19.8,4.1,0.02,22.5619,114.31025,16,-0.1999999999999993
5967,MM3,Mirs Bay,2020-01-13,6.7,6.6,8.3,32.7,1.5,20.2,8.4,0.05,Bottom Water,3.0,7.5,8.3,32.8,1.0,20.1,6.6,0.04,22.5619,114.31025,16,-0.09999999999999787
5974,MM3,Mirs Bay,2020-11-19,1.1,5.5,8.0,33.0,4.3,24.6,1.6,0.03,Bottom Water,1.4,7.1,8.0,33.0,7.1,24.2,4.9,0.03,22.5619,114.31025,16,-0.40000000000000213
5975,MM3,Mirs Bay,2020-11-25,1.3,4.8,7.9,32.7,4.0,24.5,0.5,0.06,Bottom Water,1.3,6.9,7.9,32.7,3.7,24.2,0.7,0.06,22.5619,114.31025,16,-0.3000000000000007
5976,MM3,Mirs Bay,2020-12-10,1.0,7.2,7.9,32.3,5.9,20.9,1.7,0.12,Bottom Water,1.1,7.2,7.9,32.6,4.6,21.1,1.6,0.06,22.5619,114.31025,16,0.20000000000000284
5977,MM3,Mirs Bay,2021-02-22,1.5,5.3,8.0,31.9,2.7,20.5,5.9,0.03,Bottom Water,1.2,6.0,7.9,32.1,3.1,18.6,6.0,0.03,22.5619,114.31025,16,-1.8999999999999986
5986,MM3,Mirs Bay,2021-11-18,2.0,6.2,7.7,33.2,8.5,23.7,2.1,0.03,Bottom Water,2.6,6.6,7.7,33.4,7.7,23.7,7.4,0.03,22.5619,114.31025,16,0.0
5987,MM3,Mirs Bay,2021-12-06,2.8,6.4,7.7,33.5,17.1,20.5,2.4,0.05,Bottom Water,2.1,6.9,7.7,33.7,12.9,20.9,3.3,0.05,22.5619,114.31025,16,0.3999999999999986
5988,MM3,Mirs Bay,2022-01-17,6.4,6.7,7.6,33.7,9.2,18.8,4.6,0.02,Bottom Water,4.9,7.8,7.7,33.8,10.7,18.8,3.6,0.02,22.5619,114.31025,16,0.0
5989,MM3,Mirs Bay,2022-02-14,5.6,6.6,7.6,33.3,5.1,18.0,1.9,0.02,Bottom Water,5.3,7.6,7.6,33.4,5.2,17.6,9.3,0.03,22.5619,114.31025,16,-0.3999999999999986
5997,MM3,Mirs Bay,2022-11-14,2.2,5.3,7.4,33.0,11.9,24.7,1.7,0.01,Bottom Water,3.5,6.8,7.3,33.1,26.3,24.0,1.9,0.03,22.5619,114.31025,16,-0.6999999999999993
5998,MM3,Mirs Bay,2022-12-15,1.3,6.7,7.5,33.0,1.3,19.6,2.2,0.09,Bottom Water,2.0,6.7,7.5,33.0,4.5,19.5,13.0,0.08,22.5619,114.31025,16,-0.10000000000000142
5999,MM4,Mirs Bay,1991-01-29,0.3,8.4,8.1,32.7,4.1,16.9,10.0,0.09,Bottom Water,0.8,14.7,8.1,32.7,23.0,15.7,2.0,0.11,22.56361667,114.35805,18,-1.1999999999999993
6000,MM4,Mirs Bay,1991-02-28,0.5,9.3,8.2,32.3,3.7,17.6,2.0,0.06,Bottom Water,0.8,8.1,8.2,32.3,5.0,17.2,3.0,0.02,22.56361667,114.35805,18,-0.40000000000000213
6005,MM4,Mirs Bay,1991-11-07,0.2,8.0,7.9,32.4,1.4,23.9,2.0,0.03,Bottom Water,0.2,7.0,8.2,33.1,2.4,23.4,4.0,0.02,22.56361667,114.35805,18,-0.5
6006,MM4,Mirs Bay,1992-01-15,0.2,7.8,8.1,31.9,3.8,11.6,2.0,0.12,Bottom Water,1.1,7.7,8.0,31.8,2.1,11.5,1.5,0.14,22.56361667,114.35805,18,-0.09999999999999964
6009,MM4,Mirs Bay,1992-11-19,0.2,7.7,8.2,33.1,1.7,21.7,1.0,0.02,Bottom Water,0.2,7.1,8.2,33.1,2.4,21.4,2.0,0.05,22.56361667,114.35805,18,-0.3000000000000007
6010,MM4,Mirs Bay,1993-01-14,0.5,9.9,8.2,32.9,4.7,19.4,6.0,0.08,Bottom Water,0.5,9.0,8.5,32.9,2.7,19.0,1.0,0.1,22.56361667,114.35805,18,-0.3999999999999986
6015,MM4,Mirs Bay,1993-11-30,1.4,8.4,8.3,32.9,2.1,21.3,1.8,0.02,Bottom Water,1.4,7.4,8.3,33.0,4.6,21.2,1.6,0.01,22.56361667,114.35805,18,-0.10000000000000142
6016,MM4,Mirs Bay,1994-01-27,1.2,8.1,8.4,31.2,2.0,16.2,0.6,0.05,Bottom Water,1.7,7.1,8.4,32.0,3.0,16.7,0.7,0.06,22.56361667,114.35805,18,0.5
6021,MM4,Mirs Bay,1994-11-18,0.6,6.3,8.4,32.6,1.1,24.0,2.1,0.1,Bottom Water,0.5,6.4,8.4,32.6,3.3,23.9,9.3,0.17,22.56361667,114.35805,18,-0.10000000000000142
6022,MM4,Mirs Bay,1995-01-12,1.3,7.2,8.1,33.0,1.8,18.2,12.0,0.06,Bottom Water,2.3,6.9,8.1,33.1,8.5,18.2,9.5,0.06,22.56361667,114.35805,18,0.0
6027,MM4,Mirs Bay,1995-11-15,1.3,6.9,8.4,33.1,3.1,22.8,2.8,0.04,Bottom Water,1.0,7.1,8.4,33.3,2.9,22.8,2.2,0.07,22.56361667,114.35805,18,0.0
6028,MM4,Mirs Bay,1996-01-26,0.3,5.7,8.4,34.2,3.0,18.0,0.8,0.03,Bottom Water,0.3,5.8,8.4,34.2,2.9,18.0,1.2,0.04,22.56361667,114.35805,18,0.0
6033,MM4,Mirs Bay,1996-11-18,1.4,7.2,7.9,33.2,1.9,23.2,3.1,0.08,Bottom Water,1.7,6.8,8.0,33.4,1.2,23.3,3.2,0.06,22.56361667,114.35805,18,0.10000000000000142
6034,MM4,Mirs Bay,1997-01-17,1.1,8.3,8.2,31.9,0.4,17.9,0.6,0.09,Bottom Water,1.3,8.1,8.2,32.0,0.6,17.5,1.9,0.04,22.56361667,114.35805,18,-0.3999999999999986
6039,MM4,Mirs Bay,1997-11-24,1.9,6.4,8.2,32.3,2.8,23.3,1.8,0.05,Bottom Water,2.2,6.6,8.3,32.6,4.0,23.3,1.6,0.05,22.56361667,114.35805,18,0.0
6040,MM4,Mirs Bay,1998-01-16,2.2,7.3,8.2,33.0,7.1,19.2,2.2,0.07,Bottom Water,2.3,7.2,8.3,33.3,6.8,19.2,2.2,0.07,22.56361667,114.35805,18,0.0
6045,MM4,Mirs Bay,1998-11-02,2.8,5.7,8.2,30.8,2.5,24.7,0.5,0.07,Bottom Water,1.6,4.5,8.1,32.6,4.9,25.2,0.5,0.08,22.56361667,114.35805,18,0.5
6046,MM4,Mirs Bay,1999-01-08,1.7,7.2,8.3,31.4,2.6,17.7,1.6,0.1,Bottom Water,2.3,6.9,8.3,31.5,3.5,17.7,1.5,0.11,22.56361667,114.35805,18,0.0
6054,MM4,Mirs Bay,1999-11-19,1.6,6.7,8.1,31.8,6.6,23.4,4.0,0.05,Bottom Water,2.3,6.9,8.1,31.9,7.8,23.1,8.2,0.03,22.56361667,114.35805,18,-0.29999999999999716
6055,MM4,Mirs Bay,1999-12-10,1.8,7.0,7.9,31.2,6.9,20.0,2.4,0.11,Bottom Water,0.3,7.2,7.9,31.4,19.3,19.2,18.0,0.12,22.56361667,114.35805,18,-0.8000000000000007
6056,MM4,Mirs Bay,2000-01-05,0.5,7.6,8.0,30.8,4.8,17.4,0.9,0.07,Bottom Water,0.2,7.8,7.9,30.8,5.5,16.6,1.9,0.17,22.56361667,114.35805,18,-0.7999999999999972
6057,MM4,Mirs Bay,2000-02-25,3.8,7.8,8.1,31.3,4.9,15.8,1.3,0.05,Bottom Water,4.0,7.9,8.1,31.4,5.0,15.8,1.2,0.05,22.56361667,114.35805,18,0.0
6066,MM4,Mirs Bay,2000-11-10,2.0,6.0,8.0,32.8,5.2,24.0,1.0,0.05,Bottom Water,0.3,6.4,8.0,33.0,7.1,24.0,2.9,0.07,22.56361667,114.35805,18,0.0
6067,MM4,Mirs Bay,2000-12-07,4.2,7.5,8.0,32.2,5.4,21.2,0.8,0.11,Bottom Water,4.9,7.2,8.1,32.7,10.4,21.2,3.9,0.05,22.56361667,114.35805,18,0.0
6068,MM4,Mirs Bay,2001-01-09,2.9,8.7,8.3,31.4,4.8,19.3,0.9,0.09,Bottom Water,1.0,8.9,8.3,31.6,8.7,19.5,3.0,0.07,22.56361667,114.35805,18,0.1999999999999993
6069,MM4,Mirs Bay,2001-02-07,1.1,6.6,8.4,32.0,8.1,16.8,1.0,0.16,Bottom Water,1.2,7.2,8.4,32.0,5.6,16.2,1.4,0.16,22.56361667,114.35805,18,-0.6000000000000014
6078,MM4,Mirs Bay,2001-11-12,2.4,4.3,8.2,32.0,10.9,24.7,8.3,0.03,Bottom Water,2.0,5.2,8.2,32.1,14.4,24.5,12.0,0.03,22.56361667,114.35805,18,-0.1999999999999993
6079,MM4,Mirs Bay,2001-12-06,1.9,5.5,8.3,32.1,6.4,21.8,2.0,0.03,Bottom Water,0.7,5.6,8.3,32.1,7.7,21.9,3.0,0.01,22.56361667,114.35805,18,0.09999999999999787
6080,MM4,Mirs Bay,2002-01-30,2.0,7.1,8.0,33.3,7.6,16.6,0.7,0.03,Bottom Water,2.8,7.8,8.0,33.4,7.4,16.2,1.2,0.04,22.56361667,114.35805,18,-0.40000000000000213
6081,MM4,Mirs Bay,2002-02-27,0.3,8.0,8.3,32.7,4.8,19.4,0.5,0.02,Bottom Water,1.7,7.3,8.2,32.8,7.2,17.5,3.3,0.04,22.56361667,114.35805,18,-1.8999999999999986
6090,MM4,Mirs Bay,2002-11-14,0.3,5.9,8.2,32.9,11.0,23.9,0.5,0.01,Bottom Water,1.0,7.0,8.2,33.1,11.7,23.2,0.5,0.01,22.56361667,114.35805,18,-0.6999999999999993
6091,MM4,Mirs Bay,2002-12-05,0.7,7.2,8.2,33.5,10.3,21.7,1.0,0.02,Bottom Water,1.9,7.5,8.2,33.6,13.7,20.9,5.4,0.05,22.56361667,114.35805,18,-0.8000000000000007
6092,MM4,Mirs Bay,2003-01-09,2.4,6.6,8.0,33.1,6.9,16.7,2.2,0.02,Bottom Water,2.1,6.5,8.0,33.1,8.0,16.5,3.6,0.02,22.56361667,114.35805,18,-0.1999999999999993
6093,MM4,Mirs Bay,2003-02-24,1.2,6.4,8.3,32.6,5.4,19.2,0.5,0.01,Bottom Water,5.4,7.1,8.3,32.6,7.9,17.4,3.1,0.05,22.56361667,114.35805,18,-1.8000000000000007
6102,MM4,Mirs Bay,2003-11-05,1.3,5.1,8.2,33.0,7.5,25.9,2.3,0.02,Bottom Water,1.1,6.1,8.2,33.0,6.8,25.7,1.8,0.02,22.56361667,114.35805,18,-0.1999999999999993
6103,MM4,Mirs Bay,2003-12-11,5.1,7.0,8.3,33.7,8.5,20.8,4.2,0.02,Bottom Water,5.0,7.1,8.3,33.7,9.7,20.8,5.0,0.02,22.56361667,114.35805,18,0.0
6104,MM4,Mirs Bay,2004-01-05,1.7,8.0,8.3,33.6,7.1,18.3,1.4,0.02,Bottom Water,1.8,8.0,8.3,33.6,7.7,18.1,2.6,0.03,22.56361667,114.35805,18,-0.1999999999999993
6105,MM4,Mirs Bay,2004-02-02,3.3,7.7,8.1,33.6,6.4,16.4,1.9,0.02,Bottom Water,6.0,8.0,8.0,33.7,8.0,15.8,3.4,0.02,22.56361667,114.35805,18,-0.5999999999999979
6114,MM4,Mirs Bay,2004-11-24,1.4,6.4,8.2,33.1,6.8,23.1,0.8,0.03,Bottom Water,1.4,6.7,8.2,33.1,7.9,22.8,2.0,0.03,22.56361667,114.35805,18,-0.3000000000000007
6115,MM4,Mirs Bay,2004-12-06,0.8,6.3,8.2,33.3,7.2,21.6,3.1,0.04,Bottom Water,0.8,6.7,8.2,33.3,7.8,21.4,2.9,0.04,22.56361667,114.35805,18,-0.20000000000000284
6116,MM4,Mirs Bay,2005-01-13,1.7,7.5,8.3,33.1,9.1,16.8,8.5,0.02,Bottom Water,1.7,7.6,8.3,33.2,9.9,16.8,3.8,0.03,22.56361667,114.35805,18,0.0
6117,MM4,Mirs Bay,2005-02-24,0.7,7.0,8.2,32.4,7.0,16.0,1.0,0.15,Bottom Water,0.8,6.8,8.2,32.7,7.5,15.7,2.0,0.12,22.56361667,114.35805,18,-0.3000000000000007
6126,MM4,Mirs Bay,2005-11-04,2.0,5.1,8.1,32.8,4.5,25.5,1.0,0.03,Bottom Water,1.0,4.6,8.1,32.9,12.1,25.2,4.0,0.04,22.56361667,114.35805,18,-0.3000000000000007
6127,MM4,Mirs Bay,2005-12-05,2.1,5.9,8.1,33.1,10.4,22.0,2.5,0.03,Bottom Water,1.4,6.9,8.1,33.2,11.2,22.0,3.2,0.03,22.56361667,114.35805,18,0.0
6128,MM4,Mirs Bay,2006-01-12,2.5,8.2,8.3,32.7,8.0,16.9,1.2,0.03,Bottom Water,2.3,8.5,8.3,33.0,9.1,16.3,1.2,0.02,22.56361667,114.35805,18,-0.5999999999999979
6129,MM4,Mirs Bay,2006-02-09,1.8,8.3,8.0,32.7,7.8,17.4,3.5,0.03,Bottom Water,1.7,8.8,8.0,32.7,18.9,17.3,8.3,0.04,22.56361667,114.35805,18,-0.09999999999999787
6138,MM4,Mirs Bay,2006-11-22,3.3,7.0,8.1,32.8,10.3,24.2,1.2,0.06,Bottom Water,1.4,7.5,8.1,33.0,12.2,24.4,2.9,0.05,22.56361667,114.35805,18,0.1999999999999993
6139,MM4,Mirs Bay,2006-12-14,2.1,7.0,7.9,33.2,16.9,21.5,6.7,0.04,Bottom Water,2.5,7.2,7.9,33.2,18.1,21.5,6.8,0.04,22.56361667,114.35805,18,0.0
6140,MM4,Mirs Bay,2007-01-08,4.7,7.4,7.5,33.3,10.2,17.7,1.2,0.06,Bottom Water,4.1,7.4,7.5,33.3,10.4,17.7,1.7,0.06,22.56361667,114.35805,18,0.0
6141,MM4,Mirs Bay,2007-02-08,0.6,8.7,8.4,33.2,6.9,18.3,0.5,0.02,Bottom Water,3.0,8.7,8.3,33.2,10.5,16.8,5.0,0.01,22.56361667,114.35805,18,-1.5
6150,MM4,Mirs Bay,2007-11-14,5.8,6.8,8.2,33.0,4.4,23.4,2.4,0.06,Bottom Water,4.2,6.6,8.2,33.0,4.3,23.0,6.2,0.09,22.56361667,114.35805,18,-0.3999999999999986
6151,MM4,Mirs Bay,2007-12-13,4.8,9.6,8.4,31.7,6.7,20.4,2.0,0.02,Bottom Water,11.0,9.1,8.4,31.7,7.8,20.0,3.2,0.06,22.56361667,114.35805,18,-0.3999999999999986
6152,MM4,Mirs Bay,2008-01-14,5.5,6.9,8.3,31.7,6.5,18.5,3.1,0.05,Bottom Water,5.1,7.9,8.3,31.7,7.5,18.5,4.9,0.05,22.56361667,114.35805,18,0.0
6153,MM4,Mirs Bay,2008-02-20,4.8,10.1,7.8,31.9,7.8,14.7,1.4,0.16,Bottom Water,4.9,9.6,7.8,32.0,9.3,14.1,2.8,0.17,22.56361667,114.35805,18,-0.5999999999999996
6162,MM4,Mirs Bay,2008-11-19,3.4,6.8,8.3,32.5,2.5,23.8,3.7,0.02,Bottom Water,2.6,6.8,8.3,32.5,2.5,23.8,4.2,0.02,22.56361667,114.35805,18,0.0
6163,MM4,Mirs Bay,2008-12-09,3.9,7.7,8.2,33.0,2.3,20.0,3.2,0.01,Bottom Water,4.6,7.5,8.2,33.0,3.6,19.9,4.4,0.02,22.56361667,114.35805,18,-0.10000000000000142
6164,MM4,Mirs Bay,2009-01-16,1.8,7.2,8.0,33.2,9.8,16.3,3.2,0.1,Bottom Water,1.9,7.6,8.0,33.3,11.2,16.0,6.5,0.09,22.56361667,114.35805,18,-0.3000000000000007
6165,MM4,Mirs Bay,2009-02-09,0.4,6.2,8.1,33.3,0.4,17.8,0.7,0.01,Bottom Water,0.3,6.8,8.1,33.3,2.2,17.5,2.8,0.02,22.56361667,114.35805,18,-0.3000000000000007
6174,MM4,Mirs Bay,2009-11-23,1.4,7.1,8.2,33.3,3.9,20.4,3.2,0.06,Bottom Water,1.4,7.1,8.2,33.3,3.2,20.3,3.9,0.07,22.56361667,114.35805,18,-0.09999999999999787
