"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"North Western","NM1","2019-08-17","1","Bottom Water","1.6","3","7.9","32.4","8.5","25.9","23","0.23"
"North Western","NM1","2019-09-04","1","Surface Water","0.5","5.7","7.9","25.3","6.5","27.5","9.9","0.53"
"North Western","NM1","2019-09-04","1","Middle Water","<0.2","4.3","7.9","27.4","12","27.1","26","0.53"
"North Western","NM1","2019-09-04","1","Bottom Water","0.6","4.3","7.9","27.5","14.5","27","31","0.51"
"North Western","NM1","2019-10-11","1","Surface Water","3.8","6.1","7.9","29.6","6.7","29.5","14","0.38"
"North Western","NM1","2019-10-11","1","Middle Water","4.1","5","7.8","30.3","4.8","29.1","16","0.37"
"North Western","NM1","2019-10-11","1","Bottom Water","2.2","4.7","7.8","31.4","6.5","29","13","0.29"
"North Western","NM1","2019-11-11","1","Surface Water","4.4","6","8","33","3.6","25.8","3.6","0.16"
"North Western","NM1","2019-11-11","1","Middle Water","5","6.3","7.9","33","3.4","25.7","4.6","0.16"
"North Western","NM1","2019-11-11","1","Bottom Water","3.6","6.2","7.8","33","4.3","25.7","6.2","0.17"
"North Western","NM1","2019-12-13","1","Surface Water","0.5","6.2","8.1","33.4","6.9","20.4","14","0.24"
"North Western","NM1","2019-12-13","1","Middle Water","0.8","6.2","8.1","33.4","10.4","20.4","18","0.25"
"North Western","NM1","2019-12-13","1","Bottom Water","0.6","6.2","8.1","33.4","9.7","20.4","20","0.26"
"North Western","NM1","2020-01-10","1","Surface Water","1.3","6.5","8.1","30.7","3.1","20.6","8.7","0.59"
"North Western","NM1","2020-01-10","1","Middle Water","1.2","6.3","8.2","31.4","3.1","20.4","9.9","0.52"
"North Western","NM1","2020-01-10","1","Bottom Water","1.1","6.4","8.1","31.7","3.9","20.3","10","0.53"
"North Western","NM1","2020-04-16","1","Surface Water","4.1","6.7","7.7","23.9","2.5","22.4","2","0.47"
"North Western","NM1","2020-04-16","1","Middle Water","1.2","6.2","7.7","32.1","2.4","21.3","2.8","0.42"
"North Western","NM1","2020-04-16","1","Bottom Water","1.1","6.4","7.7","32.5","3.9","21.2","3.4","0.57"
"North Western","NM1","2020-05-29","1","Surface Water","1.3","5.3","7.8","23.8","4.5","27.3","1.7","0.7"
"North Western","NM1","2020-05-29","1","Middle Water","<0.2","4","7.9","30.8","3.7","25.7","2.4","0.42"
"North Western","NM1","2020-05-29","1","Bottom Water","<0.2","3.9","7.9","31.7","5.8","25.4","2.9","0.35"
"North Western","NM1","2020-06-05","1","Surface Water","1.6","6.2","7.9","18.8","5.4","28.7","16","1.05"
"North Western","NM1","2020-06-05","1","Middle Water","1.7","4.1","8","28.5","6","26.3","17","0.76"
"North Western","NM1","2020-06-05","1","Bottom Water","2.1","3.9","7.9","29.5","7.5","26.1","12","0.6"
"North Western","NM1","2020-07-13","1","Surface Water","32","7.7","8.2","13.1","3.8","31","10","0.94"
"North Western","NM1","2020-07-13","1","Middle Water","8.1","4.1","7.9","32.5","3.3","23.7","11","0.38"
"North Western","NM1","2020-07-13","1","Bottom Water","8.9","3.9","7.9","33.4","4.4","23.3","12","0.36"
"North Western","NM1","2020-09-25","1","Surface Water","1.1","4.4","7.7","22.4","4.4","29.4","2.1","0.86"
"North Western","NM1","2020-09-25","1","Middle Water","0.2","4.7","7.8","29.2","5.5","29.2","3.3","0.5"
"North Western","NM1","2020-09-25","1","Bottom Water","0.4","4.8","7.9","30.6","10.6","29.2","7","0.32"
"North Western","NM1","2020-10-07","1","Surface Water","1.1","5","7.9","30","4.5","28.4","11","0.36"
"North Western","NM1","2020-10-07","1","Middle Water","2.9","5.3","7.9","30.4","5.5","28.7","15","0.3"
"North Western","NM1","2020-10-07","1","Bottom Water","1","5.2","7.9","30.7","6.2","28.8","16","0.25"
"North Western","NM1","2020-11-18","1","Surface Water","1.5","6.2","7.7","32.2","10.3","23.8","9.6","0.29"
"North Western","NM1","2020-11-18","1","Middle Water","1.4","6.3","7.7","32.2","11.3","23.8","14","0.28"
"North Western","NM1","2020-11-18","1","Bottom Water","2.3","6.4","7.8","32.2","11.2","23.8","16","0.28"
"North Western","NM1","2021-02-17","1","Surface Water","4.3","5.6","7.8","30.4","4.6","19.4","11","0.27"
"North Western","NM1","2021-02-17","1","Middle Water","4","6.9","7.8","30.6","4.7","19.3","9.3","0.26"
"North Western","NM1","2021-02-17","1","Bottom Water","4.1","6.3","7.8","30.7","4.9","19.3","18","0.28"
"North Western","NM1","2021-03-04","1","Surface Water","0.7","4.4","7.7","31.2","5.8","20.4","6","0.3"
"North Western","NM1","2021-03-04","1","Middle Water","1","5.1","7.6","31.3","6.1","20.5","9.5","0.3"
"North Western","NM1","2021-03-04","1","Bottom Water","1","4.7","7.6","31.3","6.6","20.5","9.2","0.31"
"North Western","NM1","2021-04-08","1","Surface Water","3.7","4.4","7.4","31.1","3","24.2","1.2","0.32"
"North Western","NM1","2021-04-08","1","Middle Water","3.9","4.5","7.4","31.8","2.9","24","1.8","0.29"
"North Western","NM1","2021-04-08","1","Bottom Water","3.2","4","7.4","32.3","3","23.9","1.9","0.27"
"North Western","NM1","2021-05-13","1","Surface Water","3.2","4.8","7.5","25.1","4.1","27.7","2.2","0.56"
"North Western","NM1","2021-05-13","1","Middle Water","2.4","5","7.5","30.6","5.1","26.3","15","0.31"
"North Western","NM1","2021-05-13","1","Bottom Water","2.1","4","7.5","30.9","7.6","26.2","7.1","0.23"
"North Western","NM1","2021-06-07","1","Surface Water","15","6.2","7.7","25.8","5.8","26.7","3.2","0.65"
"North Western","NM1","2021-06-07","1","Middle Water","2.8","3.4","7.4","31.7","4.7","25.1","3.1","0.34"
"North Western","NM1","2021-06-07","1","Bottom Water","0.9","3","7.4","32.4","9","24.9","3.4","0.28"
"North Western","NM1","2021-07-08","1","Surface Water","23","5.6","7.8","21.1","5.4","28.7","5.2","0.72"
"North Western","NM1","2021-07-08","1","Middle Water","11","4","7.4","28.7","4.2","26.4","5.6","0.47"
"North Western","NM1","2021-07-08","1","Bottom Water","3.5","2.6","7.2","31.5","8.3","25.3","3.5","0.37"
"North Western","NM1","2021-08-19","1","Surface Water","11","4.6","7.5","22.7","4.1","28.6","3.2","0.73"
"North Western","NM1","2021-08-19","1","Middle Water","6.2","3.5","7.3","27.9","5.9","26.7","8.8","0.51"
"North Western","NM1","2021-08-19","1","Bottom Water","2.7","2.4","7.2","32.7","9.8","24.4","4.3","0.31"
"North Western","NM1","2021-09-03","1","Surface Water","2.8","6","7.2","27.5","3.4","28.1","2.2","0.72"
"North Western","NM1","2021-09-03","1","Middle Water","7.1","4.6","7.2","29.8","3.6","26.5","5.6","0.64"
"North Western","NM1","2021-09-03","1","Bottom Water","7.5","2.2","7.2","31.5","6.4","25.2","2.8","0.55"
"North Western","NM1","2021-10-25","1","Surface Water","<0.2","5.2","7.8","32.8","9.9","26.3","12","0.2"
"North Western","NM1","2021-10-25","1","Middle Water","0.6","5.2","7.9","32.9","12","26.3","12","0.21"
"North Western","NM1","2021-10-25","1","Bottom Water","0.3","5.3","7.9","32.9","12.5","26.3","8","0.2"
"North Western","NM1","2021-11-15","1","Surface Water","2.1","5","7.2","32.8","11.6","24.5","3.6","0.3"
"North Western","NM1","2021-11-15","1","Middle Water","1.7","5.9","7.4","32.9","6.3","24.7","3.7","0.29"
"North Western","NM1","2021-11-15","1","Bottom Water","2","5.8","7.5","33","8.3","24.7","2","0.3"
"North Western","NM1","2021-12-03","1","Surface Water","1","6.3","7.3","33.5","8","22.4","6.7","0.24"
"North Western","NM1","2021-12-03","1","Middle Water","1","5.8","7.4","33.5","8.9","22.4","6.2","0.24"
"North Western","NM1","2021-12-03","1","Bottom Water","1","5.8","7.5","33.5","9.6","22.4","5.1","0.23"
"North Western","NM1","2022-01-14","1","Surface Water","0.4","5.3","7","33.4","10.2","19.4","3.2","0.27"
"North Western","NM1","2022-01-14","1","Middle Water","0.9","6","7.2","33.5","7.3","19.6","4.1","0.28"
"North Western","NM1","2022-01-14","1","Bottom Water","0.5","6.1","7.3","33.5","7.4","19.6","4.6","0.27"
"North Western","NM1","2022-02-23","1","Surface Water","0.2","6.1","7.4","32.1","6.7","15.9","2","0.23"
"North Western","NM1","2022-02-23","1","Middle Water","0.4","7.1","7.4","32.2","6.4","16.1","2.1","0.18"
"North Western","NM1","2022-02-23","1","Bottom Water","<0.2","7.1","7.5","32.2","6.9","16.1","1.4","0.2"
"North Western","NM1","2022-03-31","1","Surface Water","0.4","5.4","7.6","29.4","8.6","21.2","3.1","0.37"
"North Western","NM1","2022-03-31","1","Middle Water","0.5","6","7.6","30.4","9","20.6","9.6","0.33"
"North Western","NM1","2022-03-31","1","Bottom Water","0.5","6","7.6","30.8","9","20.5","6.7","0.32"
"North Western","NM1","2022-04-07","1","Surface Water","0.5","6.7","7.7","29.8","7.8","21.2","3.5","0.37"
"North Western","NM1","2022-04-07","1","Middle Water","0.6","6.1","7.7","30.3","6.2","20.9","9","0.34"
"North Western","NM1","2022-04-07","1","Bottom Water","0.2","5.9","7.7","31","7.7","20.7","11","0.33"
"North Western","NM1","2022-05-11","1","Surface Water","3.2","6.7","8","25.8","6.2","25.3","2.8","0.2"
"North Western","NM1","2022-05-11","1","Middle Water","3","6.1","8","31.3","6.2","24.8","1.8","0.13"
"North Western","NM1","2022-05-11","1","Bottom Water","2.4","5.9","8","31.8","7.5","24.7","2","0.12"
"North Western","NM1","2022-06-23","1","Surface Water","1.2","5.5","7.7","5.3","15.6","27.6","9.2","1.38"
"North Western","NM1","2022-06-23","1","Middle Water","1.6","3.9","7.9","30.6","8","25.4","4.6","0.7"
"North Western","NM1","2022-06-23","1","Bottom Water","0.3","3.8","7.9","32.5","16.1","25.2","20","0.41"
"North Western","NM1","2022-07-14","1","Surface Water","6.1","5.8","7.8","18.9","8.1","28.6","5.6","0.84"
"North Western","NM1","2022-07-14","1","Middle Water","3.7","3.3","7.7","29","9.1","26.3","6","0.73"
"North Western","NM1","2022-07-14","1","Bottom Water","1","3","7.7","30.1","10.4","26","8.4","0.35"
"North Western","NM1","2022-08-29","1","Surface Water","1.3","4.4","7.3","27.5","99.5","28.2","5.1","0.46"
"North Western","NM1","2022-08-29","1","Middle Water","1","3.9","7.4","29.3","71.6","27.5","11","0.38"
"North Western","NM1","2022-08-29","1","Bottom Water","1","3.9","7.3","29.7","80.2","27.4","9.9","0.31"
"North Western","NM1","2022-09-08","1","Surface Water","5.3","5.3","7.6","30","21.6","28.6","3.1","0.26"
"North Western","NM1","2022-09-08","1","Middle Water","4.5","5.1","7.4","30.6","30.5","27.7","4.1","0.28"
"North Western","NM1","2022-09-08","1","Bottom Water","2.3","4.3","7.3","31.3","43.1","27.3","4.7","0.28"
"North Western","NM1","2022-10-07","1","Surface Water","1","5.3","7.8","29.5","4","29.1","9.5","0.49"
"North Western","NM1","2022-10-07","1","Middle Water","0.6","4.7","7.8","30.8","4.1","28.9","3.1","0.48"
"North Western","NM1","2022-10-07","1","Bottom Water","0.5","4.6","7.9","31.6","4.2","28.8","6.7","0.36"
"North Western","NM1","2022-11-17","1","Surface Water","1","5","7.5","31.5","30.7","24.5","2.2","0.48"
"North Western","NM1","2022-11-17","1","Middle Water","0.4","5.7","7.3","31.7","42.3","24.2","3","0.46"
"North Western","NM1","2022-11-17","1","Bottom Water","0.6","5.3","7.2","32.2","38.6","24.2","4","0.46"
"North Western","NM1","2022-12-07","1","Surface Water","0.9","5.2","7.5","32.9","5.9","22.7","7.8","0.19"
"North Western","NM1","2022-12-07","1","Middle Water","0.4","5.8","7.5","33.1","5.8","22.9","9.1","0.21"
"North Western","NM1","2022-12-07","1","Bottom Water","0.3","5.9","7.5","33.1","5.7","22.9","13","0.19"
"North Western","NM2","1986-01-30","1","Surface Water","N/A","N/A","N/A","32.4","8.6","16.8","N/A","N/A"
"North Western","NM2","1986-01-30","1","Middle Water","1.8","N/A","8.2","32.4","3.7","16.6","46","N/A"
"North Western","NM2","1986-01-30","1","Bottom Water","N/A","N/A","N/A","32.5","16","16.5","N/A","N/A"
"North Western","NM2","1986-03-14","1","Surface Water","N/A","N/A","N/A","31.8","4","15.7","N/A","N/A"
"North Western","NM2","1986-03-14","1","Middle Water","1","N/A","8.1","31.8","4.6","15.5","25","N/A"
"North Western","NM2","1986-03-14","1","Bottom Water","N/A","N/A","N/A","31.9","4.3","15.5","N/A","N/A"
"North Western","NM2","1986-05-19","1","Surface Water","9.9","6.8","N/A","29.3","1.4","26","N/A","N/A"
"North Western","NM2","1986-05-19","1","Middle Water","N/A","6.9","8.3","29.5","1.3","26","7","N/A"
"North Western","NM2","1986-05-19","1","Bottom Water","N/A","6.6","N/A","29.2","1.7","26","N/A","N/A"
"North Western","NM2","1986-07-14","1","Surface Water","1.1","6.2","7.6","12.7","5.5","27.5","1.5","0.6"
"North Western","NM2","1986-07-14","1","Middle Water","1.1","6.2","8","12.5","2.3","27.3","3","0.44"
"North Western","NM2","1986-07-14","1","Bottom Water","1","6.1","7.8","16.8","7.6","26.9","6","0.65"
"North Western","NM2","1986-09-29","1","Surface Water","11","8.4","8.2","24.8","7","27.5","3","0.09"
"North Western","NM2","1986-09-29","1","Middle Water","23","5.4","8.1","27","8.5","27.5","4","0.13"
"North Western","NM2","1986-09-29","1","Bottom Water","5.3","5","8","29.8","12","27.6","7","0.13"
"North Western","NM2","1986-11-27","1","Surface Water","1.5","6.1","8.2","33.2","7.1","20.9","8.5","0.28"
"North Western","NM2","1986-11-27","1","Bottom Water","0.6","5.9","8.1","33.2","6.7","20.9","7","0.27"
"North Western","NM2","1987-01-19","1","Surface Water","6.5","8","8.3","31.1","4.7","18.3","4","0.05"
"North Western","NM2","1987-01-19","1","Bottom Water","6.3","8","8.3","31.2","8.8","18.3","7","0.06"
"North Western","NM2","1987-03-23","1","Surface Water","0.4","7.1","8.1","21.8","4.9","23","7","0.54"
"North Western","NM2","1987-03-23","1","Bottom Water","1","6.8","8","24.5","2.4","22.6","11","0.5"
"North Western","NM2","1987-05-25","1","Surface Water","6.1","6.7","8","15.6","9.9","26","4.5","0.88"
"North Western","NM2","1987-05-25","1","Bottom Water","2.9","5.5","7.9","25.8","14.9","25.1","13","0.99"
"North Western","NM2","1987-07-24","1","Surface Water","1.1","5.4","8","19.7","3.2","27.5","3.5","0.41"
"North Western","NM2","1987-07-24","1","Bottom Water","1.3","5","7.9","21.2","12.5","27.1","9.5","0.39"
"North Western","NM2","1987-09-21","1","Surface Water","2.3","4.4","8","29.3","10.5","27.9","4.5","0.22"
"North Western","NM2","1987-09-21","1","Bottom Water","3.1","4.2","8","29.4","26","27.9","7.5","0.21"
"North Western","NM2","1987-11-23","1","Surface Water","0.6","5.9","8","32.8","11.5","23.3","10","0.2"
"North Western","NM2","1987-11-23","1","Bottom Water","0.6","6","8","33.3","20","23.3","22","0.18"
"North Western","NM2","1988-01-12","1","Surface Water","1.7","6.8","8","31","9.9","18.5","4.5","0.23"
"North Western","NM2","1988-01-12","1","Bottom Water","8.8","6.9","8","31","5.9","18.5","7.5","0.24"
"North Western","NM2","1988-03-24","1","Surface Water","2.3","6.8","8.1","31.2","10.1","17","13","0.2"
"North Western","NM2","1988-03-24","1","Bottom Water","1.1","7","8.1","31.3","13.4","16.9","17","0.2"
"North Western","NM2","1988-05-16","1","Surface Water","3.4","5.8","8.1","26.7","6.1","25.2","2","0.29"
"North Western","NM2","1988-05-16","1","Bottom Water","1.9","5.4","8.1","29.5","6.7","24.5","3","0.2"
"North Western","NM2","1988-07-15","1","Surface Water","3.2","5.5","8.3","22.8","10.5","27.4","3","0.37"
"North Western","NM2","1988-07-15","1","Bottom Water","2.3","4.9","8.2","25.3","10.5","26.6","4","0.34"
"North Western","NM2","1988-09-08","1","Surface Water","30","7.1","8.6","9.8","8.8","28.2","6.5","0.62"
"North Western","NM2","1988-09-08","1","Bottom Water","21","5.6","8.4","20.5","60.8","26.4","37","0.49"
"North Western","NM2","1988-11-22","1","Surface Water","1","5.6","8.2","31.2","4.3","20.9","22","0.24"
"North Western","NM2","1988-11-22","1","Bottom Water","0.7","5.8","8.2","31.2","59.9","20.8","38","0.26"
"North Western","NM2","1989-01-17","1","Surface Water","0.4","6.8","8.2","31.9","15.5","16.4","9","0.2"
"North Western","NM2","1989-01-17","1","Bottom Water","0.8","7","8.2","31.9","14","16.4","7","0.19"
"North Western","NM2","1989-03-28","1","Surface Water","2.1","6.6","8.3","32.3","12.2","17.3","12","0.2"
"North Western","NM2","1989-03-28","1","Bottom Water","1.7","6.6","8.3","32.4","15.8","17.1","12","0.18"
"North Western","NM2","1989-05-22","1","Surface Water","2.3","6.4","8.2","22","6.1","24.9","2","0.53"
"North Western","NM2","1989-05-22","1","Middle Water","2","N/A","N/A","N/A","N/A","N/A","3","0.41"
"North Western","NM2","1989-05-22","1","Bottom Water","1.4","5.9","8.3","24.7","7","24.3","3.5","0.36"
"North Western","NM2","1989-07-24","1","Surface Water","14","6.2","8.4","25.7","10","27.9","6.5","0.28"
"North Western","NM2","1989-07-24","1","Bottom Water","12","5.3","8.5","27.8","7.2","27","5","0.33"
"North Western","NM2","1989-09-22","1","Surface Water","1","4.9","8.4","29.5","5.5","28.5","11","0.22"
"North Western","NM2","1989-09-22","1","Bottom Water","0.4","4.6","8.4","30.2","17","28.1","33","0.26"
"North Western","NM2","1989-11-20","1","Surface Water","0.8","5.6","8.4","31.7","6.2","21.9","8.5","0.15"
"North Western","NM2","1989-11-20","1","Middle Water","1.4","N/A","N/A","N/A","N/A","N/A","24","0.14"
"North Western","NM2","1989-11-20","1","Bottom Water","1","5.6","8.4","31.7","6.7","21.6","30","0.11"
"North Western","NM2","1990-01-19","1","Surface Water","1.7","6.3","8.2","31","3.5","17.9","3","0.28"
"North Western","NM2","1990-01-19","1","Middle Water","1.8","6.2","8.2","31","2.8","17.9","3.5","0.28"
"North Western","NM2","1990-01-19","1","Bottom Water","1.6","6.3","8.3","31.1","3","17.9","6.5","0.28"
"North Western","NM2","1990-03-23","1","Surface Water","3.7","8.7","8.6","25.8","2.6","20.7","1.5","0.46"
"North Western","NM2","1990-03-23","1","Middle Water","3.7","8.9","8.7","25.4","2.4","20.6","0.5","0.44"
"North Western","NM2","1990-03-23","1","Bottom Water","4","9","8.6","26.6","2.2","20.5","1","0.44"
"North Western","NM2","1990-05-22","1","Surface Water","8.5","8.7","8.8","26.6","4.4","25.4","2","0.28"
"North Western","NM2","1990-05-22","1","Middle Water","12","8.9","8.8","27.4","2.6","25.1","9","0.19"
"North Western","NM2","1990-05-22","1","Bottom Water","7.5","8.9","8.8","27.7","2.9","25","7.5","0.24"
"North Western","NM2","1990-07-23","1","Surface Water","0.3","6.7","8.4","20.8","4.2","28.2","1.5","0.43"
"North Western","NM2","1990-07-23","1","Middle Water","0.5","5.9","8.4","21.5","3.6","27.6","4.5","0.44"
"North Western","NM2","1990-07-23","1","Bottom Water","<0.2","5.9","8.4","22.2","3.2","27.5","4","0.44"
"North Western","NM2","1990-09-24","1","Surface Water","2.9","5.8","8.3","28.4","13","28.8","4.5","0.46"
"North Western","NM2","1990-09-24","1","Middle Water","1.1","5.5","8.3","28.7","17","28.5","5.5","0.49"
"North Western","NM2","1990-09-24","1","Bottom Water","2.4","4.9","8.3","29.1","9","28.3","6","0.47"
"North Western","NM2","1990-11-13","1","Surface Water","2.4","7.7","8","31.5","6.1","23.7","4.5","0.15"
"North Western","NM2","1990-11-13","1","Middle Water","2.7","7.6","8","31.6","6.4","23.6","3.5","0.13"
"North Western","NM2","1990-11-13","1","Bottom Water","2.9","7.4","8","31.7","7.8","23.4","4","0.12"
"North Western","NM2","1991-01-14","1","Surface Water","1.3","8.5","8.1","32.4","5.9","16.7","1","0.2"
"North Western","NM2","1991-01-14","1","Middle Water","3.2","8.5","8.1","32.4","6.2","16.6","5.5","0.2"
"North Western","NM2","1991-01-14","1","Bottom Water","1.1","8.8","8.1","32.3","6.3","16.6","9","0.2"
"North Western","NM2","1991-03-22","1","Surface Water","2.4","9.1","8.1","30.3","2.9","20.6","8","0.25"
"North Western","NM2","1991-03-22","1","Middle Water","2.4","8","8.1","30.6","2.1","20.7","7","0.25"
"North Western","NM2","1991-03-22","1","Bottom Water","1.9","7.4","8.1","31.1","2.3","20.4","8.5","0.24"
"North Western","NM2","1991-05-29","1","Surface Water","14","7.8","8.4","25.1","1.9","26.1","4.5","0.39"
"North Western","NM2","1991-05-29","1","Middle Water","9.1","6.8","8.3","26.6","2.6","25.4","2.5","0.35"
"North Western","NM2","1991-05-29","1","Bottom Water","3.5","6.1","8.3","27.2","7.6","25","1.5","0.33"
"North Western","NM2","1991-07-22","1","Surface Water","4.3","6.2","8.3","17","1.5","26.2","2.5","0.85"
"North Western","NM2","1991-07-22","1","Bottom Water","2.7","5.4","8.3","19.7","2","26","3","0.92"
"North Western","NM2","1991-09-09","1","Surface Water","0.5","5.3","7.8","25.6","8.7","24.4","6.5","0.52"
"North Western","NM2","1991-09-09","1","Middle Water","0.5","5.3","7.8","25.9","9.4","24.4","8.5","0.62"
"North Western","NM2","1991-09-09","1","Bottom Water","<0.2","5.3","7.8","26.2","16","24.4","13","0.39"
"North Western","NM2","1991-11-22","1","Surface Water","0.8","8.7","8.2","31.9","6.5","22.3","5.5","0.15"
"North Western","NM2","1991-11-22","1","Middle Water","1.3","8.8","8.2","32.8","5.7","21.8","5.5","0.28"
"North Western","NM2","1991-11-22","1","Bottom Water","0.9","8.4","8.2","32.7","7.5","21.8","7","0.17"
"North Western","NM2","1992-01-29","1","Surface Water","0.3","7.8","8.2","31.7","1.9","12.4","1.5","0.19"
"North Western","NM2","1992-03-13","1","Surface Water","0.3","7","8.1","31.3","5.8","16.8","8.5","0.3"
"North Western","NM2","1992-03-13","1","Bottom Water","0.3","6.8","8","31.3","6.8","16.6","9.5","0.3"
"North Western","NM2","1992-05-14","1","Surface Water","0.5","6.8","8.1","21.2","5.1","24.6","2","0.62"
"North Western","NM2","1992-07-15","1","Surface Water","1.1","5.1","7.8","17.9","3.4","26.4","3.5","0.65"
"North Western","NM2","1992-07-15","1","Middle Water","<0.2","4.8","7.7","22.5","3.1","26","4","0.53"
"North Western","NM2","1992-07-15","1","Bottom Water","3.7","4.8","7.7","23.1","5.6","25.8","8","0.48"
"North Western","NM2","1992-09-23","1","Surface Water","1.6","4.8","8","29.5","5.1","28","6","0.54"
"North Western","NM2","1992-11-13","1","Surface Water","<0.2","7.7","8.2","32.9","6.7","21.6","5","0.31"
"North Western","NM2","1992-11-13","1","Bottom Water","0.3","7.7","8.2","32.9","80","21.2","98","0.3"
"North Western","NM2","1993-01-29","1","Surface Water","0.5","9.5","8.1","33.3","5.2","15.4","6","0.08"
"North Western","NM2","1993-01-29","1","Bottom Water","0.7","9.6","8.1","33.3","5.8","15.2","7","0.13"
"North Western","NM2","1993-03-29","1","Surface Water","0.3","6.6","8","31.3","6.6","20.7","7","0.42"
"North Western","NM2","1993-05-14","1","Surface Water","0.5","7.3","8","19.1","8.1","26.6","4.5","0.86"
"North Western","NM2","1993-07-28","1","Surface Water","0.7","8","8.6","10","7.1","30.2","2.5","0.83"
"North Western","NM2","1993-07-28","1","Bottom Water","0.5","7.3","8.6","11.9","8.1","29.6","12","0.78"
"North Western","NM2","1993-09-15","1","Surface Water","0.9","6","8.1","27.1","8","29.1","11","0.35"
"North Western","NM2","1993-11-11","1","Surface Water","1.9","7.1","8.1","29.1","7.9","24.8","13","0.54"
"North Western","NM2","1994-01-06","1","Surface Water","1.8","7","8.1","30.9","6.7","18.5","10","0.34"
"North Western","NM2","1994-03-09","1","Surface Water","2.2","7.4","8.3","31.8","9.8","18.3","19","0.37"
"North Western","NM2","1994-05-05","1","Surface Water","0.4","5","8.1","29.6","4.6","24.6","7.6","0.35"
"North Western","NM2","1994-05-05","1","Bottom Water","0.4","5.1","8.1","31.6","7.1","24.2","8.1","0.33"
"North Western","NM2","1994-07-28","1","Surface Water","<0.2","6.1","7.9","11.6","5.1","27.7","6.8","0.85"
"North Western","NM2","1994-07-28","1","Bottom Water","0.4","5.3","7.9","19.3","6.5","26.3","5.4","0.83"
"North Western","NM2","1994-09-08","1","Surface Water","0.4","5","7.9","23.9","22","28.3","24","0.46"
"North Western","NM2","1994-11-10","1","Surface Water","1.8","5.9","8.1","29.5","14.1","24.2","14","0.31"
"North Western","NM2","1994-11-10","1","Bottom Water","1.3","5.9","8.1","29.6","33.9","24","40","0.31"
"North Western","NM2","1995-01-06","1","Surface Water","0.4","6.6","7.9","32.4","23.4","18.3","36","0.26"
"North Western","NM2","1995-03-09","1","Surface Water","1.7","7.5","8.1","29.8","7.1","17.1","20","0.38"
"North Western","NM2","1995-03-09","1","Bottom Water","1.5","7.3","8.1","30","7.1","16.4","26","0.37"
"North Western","NM2","1995-05-04","1","Surface Water","12","8.8","8.3","26","3.7","25.1","8.7","0.24"
"North Western","NM2","1995-07-06","1","Surface Water","9.1","8","7.9","13.3","15","29.1","3.8","0.65"
"North Western","NM2","1995-07-06","1","Bottom Water","2.2","5.9","8","22.6","27","27.4","32","0.55"
"North Western","NM2","1995-09-13","1","Surface Water","1.9","4.8","8","23.2","6","29.4","7.9","0.49"
"North Western","NM2","1995-11-08","1","Surface Water","1.2","6.2","8.2","32.8","7.2","23.8","12","0.1"
"North Western","NM2","1995-11-08","1","Bottom Water","1.4","6.3","8.2","32.8","9","23.7","18","0.11"
"North Western","NM2","1996-01-10","1","Surface Water","0.9","4.7","8.4","33.5","5.9","19.9","7.2","0.25"
"North Western","NM2","1996-01-10","1","Bottom Water","1.1","5","8.4","34","6.5","18.3","9.5","0.26"
"North Western","NM2","1996-03-07","1","Surface Water","2.6","6.5","8","33.6","5","18.1","5.6","0.11"
"North Western","NM2","1996-03-07","1","Bottom Water","3.2","6.7","8","33.6","5.1","17.9","5.5","0.14"
"North Western","NM2","1996-05-06","1","Surface Water","1","5.6","8","25.8","6.4","23.2","9.5","0.38"
"North Western","NM2","1996-05-06","1","Bottom Water","1.7","5.4","8","28.1","7.1","22.9","12","0.39"
"North Western","NM2","1996-07-04","1","Surface Water","2.4","6.3","7.9","13.4","3.6","28.4","6.9","0.73"
"North Western","NM2","1996-07-04","1","Bottom Water","2","6","7.9","18.3","4.3","27.8","14","0.52"
"North Western","NM2","1996-09-05","1","Surface Water","2.1","6","8","21.7","3.3","27.5","4.6","0.68"
"North Western","NM2","1996-09-05","1","Bottom Water","4.4","6","8","22.7","8.5","27.3","50","0.43"
"North Western","NM2","1996-11-06","1","Surface Water","1.8","6.2","7.9","31.1","4.4","26.3","12","0.28"
"North Western","NM2","1996-11-06","1","Bottom Water","2","5.7","7.9","31.2","5.2","26.3","13","0.29"
"North Western","NM2","1997-01-06","1","Surface Water","2.9","6.6","8","30.1","3.1","20.7","3.5","0.31"
"North Western","NM2","1997-01-06","1","Bottom Water","1.6","5.6","8","26.6","2","26.8","4.1","0.32"
"North Western","NM2","1997-03-05","1","Surface Water","4.2","4.8","8.2","31.3","5.9","18.1","4.6","0.28"
"North Western","NM2","1997-05-05","1","Surface Water","1.8","5.7","8","24","6.8","24.2","11","0.61"
"North Western","NM2","1997-07-16","1","Surface Water","5.6","7.9","8.3","6.4","6","27.4","7.4","0.78"
"North Western","NM2","1997-07-16","1","Bottom Water","2.2","7.8","8.2","7.5","5.8","27.3","7","0.79"
"North Western","NM2","1997-09-11","1","Surface Water","3","7.3","8","15.4","2.5","28.8","5.4","0.71"
"North Western","NM2","1997-11-12","1","Surface Water","1.8","5.8","8.1","31","6.6","24.6","9.9","0.28"
