"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Deep Bay","DM2","2011-12-10","1","Surface Water","4.8","6.8","8","26.7","3.8","17.2","4.9","1.21"
"Deep Bay","DM2","2012-01-14","1","Surface Water","1","5.4","7.1","23.3","12.2","16.1","13","3.72"
"Deep Bay","DM2","2012-02-10","1","Surface Water","1.3","7.3","7.3","23.9","4.8","15.3","6.5","2.97"
"Deep Bay","DM2","2012-03-12","1","Surface Water","2.2","6","7.1","24.1","8.5","16.4","19","2.16"
"Deep Bay","DM2","2012-04-25","1","Surface Water","2.6","6.9","7.2","14.5","12.8","25.6","14","2.95"
"Deep Bay","DM2","2012-05-10","1","Surface Water","5.4","6.6","7.2","9.3","13","30.7","9.6","3.24"
"Deep Bay","DM2","2012-06-07","1","Surface Water","4","5.1","7.1","15.7","13.5","30.2","15","1.98"
"Deep Bay","DM2","2012-07-12","1","Surface Water","31","5","7.1","1.8","28.6","31.5","33","8.64"
"Deep Bay","DM2","2012-08-02","1","Surface Water","3.6","4.9","7.4","9.3","26.6","32","8.1","2.81"
"Deep Bay","DM2","2012-09-03","1","Surface Water","3.2","4","7.4","14.9","30.1","30.5","27","2.47"
"Deep Bay","DM2","2012-10-05","1","Surface Water","1.9","5","7.5","20.6","26.7","27.5","45","2.36"
"Deep Bay","DM2","2012-11-15","1","Surface Water","1.5","5.6","7.4","22.4","61.3","24","85","2.67"
"Deep Bay","DM2","2012-12-15","1","Surface Water","5.5","5.5","7.3","22.7","20.3","20.6","23","2.78"
"Deep Bay","DM2","2013-01-09","1","Surface Water","200","14.5","8.1","23.4","31.9","16.8","46","2.81"
"Deep Bay","DM2","2013-02-02","1","Surface Water","11","3.3","7.2","20.9","93.7","20.9","100","3.28"
"Deep Bay","DM2","2013-03-18","1","Surface Water","11","4.6","7.3","21.2","30.8","22.7","30","1.57"
"Deep Bay","DM2","2013-04-12","1","Surface Water","0.6","5.6","7.3","20.7","11.1","19.6","8.4","1.86"
"Deep Bay","DM2","2013-05-15","1","Surface Water","3.1","5.4","7.4","15.8","22.5","27.6","27","2.13"
"Deep Bay","DM2","2013-06-24","1","Surface Water","2.5","2","7.2","9.3","18.7","28.6","21","4.54"
"Deep Bay","DM2","2013-07-11","1","Surface Water","2.1","3.4","7.5","7.7","25.5","30.3","24","2.54"
"Deep Bay","DM2","2013-08-07","1","Surface Water","6.5","5.2","7.5","9","13.8","31.7","23","2.57"
"Deep Bay","DM2","2013-09-05","1","Surface Water","2.2","3.2","7.4","1.9","26.4","26.7","21","3.45"
"Deep Bay","DM2","2013-10-07","1","Surface Water","5.9","5.1","7.7","20.2","28.4","27.1","40","1.86"
"Deep Bay","DM2","2013-11-06","1","Surface Water","3.4","4.6","7.9","22.5","13.2","24.6","24","1.8"
"Deep Bay","DM2","2013-12-11","1","Surface Water","5.7","3.1","7.1","14.6","19.9","19.7","22","8.35"
"Deep Bay","DM2","2014-01-02","1","Surface Water","5.5","4.3","7.3","24.3","29.6","15.4","37","3.14"
"Deep Bay","DM2","2014-02-19","1","Surface Water","31","6.8","7.6","24.3","30.7","14.5","41","3.06"
"Deep Bay","DM2","2014-03-19","1","Surface Water","2.1","4.4","7.3","25.8","23.6","20.3","27","2.01"
"Deep Bay","DM2","2014-04-02","1","Surface Water","1.8","3.4","7.5","13.3","19.5","21.3","31","2.76"
"Deep Bay","DM2","2014-05-02","1","Surface Water","2.6","5","7.6","18.4","16","25.5","18","2.41"
"Deep Bay","DM2","2014-06-04","1","Surface Water","5.7","2.6","7.5","5.6","14.6","31.2","14","3.36"
"Deep Bay","DM2","2014-07-11","1","Surface Water","9.2","3.3","7.3","7.3","18.8","31.9","19","3.43"
"Deep Bay","DM2","2014-08-08","1","Surface Water","8","3.6","7.5","6.9","40.2","31.8","16","3.75"
"Deep Bay","DM2","2014-09-10","1","Surface Water","2.2","4.2","7.4","16.2","13.5","31.1","15","2.3"
"Deep Bay","DM2","2014-10-23","1","Surface Water","9.7","5.6","7.9","22.4","10.8","27.4","16","1.56"
"Deep Bay","DM2","2014-11-07","1","Surface Water","6","5.2","7.6","22.1","18.8","24","29","2"
"Deep Bay","DM2","2014-12-06","1","Surface Water","7.7","6.6","7.7","24","10.3","18.4","13","1.59"
"Deep Bay","DM2","2015-01-19","1","Surface Water","23","4.3","7.6","24.8","17.4","16.6","36","1.7"
"Deep Bay","DM2","2015-02-07","1","Surface Water","14","6.1","7.5","22.3","18.5","16","44","1.87"
"Deep Bay","DM2","2015-03-05","1","Surface Water","2.3","7","7.5","24.3","24.4","19","47","1.43"
"Deep Bay","DM2","2015-04-25","1","Surface Water","9.8","6.8","7.4","20.6","14.3","24.8","16","1.98"
"Deep Bay","DM2","2015-05-09","1","Surface Water","5","4.5","7.6","16.2","14","28.8","18","2.04"
"Deep Bay","DM2","2015-06-13","1","Surface Water","52","6.4","7.7","4.2","41","31.2","59","3.17"
"Deep Bay","DM2","2015-07-18","1","Surface Water","2.9","3.9","7.3","16.2","14.3","31.3","21","1.97"
"Deep Bay","DM2","2015-08-03","1","Surface Water","2.1","2.9","7.3","9.6","25.2","30.2","40","2.27"
"Deep Bay","DM2","2015-09-12","1","Surface Water","9.2","4.9","7.5","15.7","12.7","29.2","14","1.87"
"Deep Bay","DM2","2015-10-10","1","Surface Water","9.8","3.2","7.5","8.9","12.8","27.3","17","2.36"
"Deep Bay","DM2","2015-11-07","1","Surface Water","11","4.8","7.5","19.9","18.3","26.4","27","3.08"
"Deep Bay","DM2","2015-12-05","1","Surface Water","10","6.1","7.6","16.3","27.1","21","61","2.88"
"Deep Bay","DM2","2016-01-11","1","Surface Water","21","7","8","20.3","11.8","19.5","19","1.77"
"Deep Bay","DM2","2016-02-03","1","Surface Water","3.8","3.4","7.1","21.6","17","14.8","29","1.4"
"Deep Bay","DM2","2016-03-16","1","Surface Water","11","5.7","7.4","17.5","13.8","15.7","19","2.48"
"Deep Bay","DM2","2016-04-13","1","Surface Water","1.3","2.8","7","8.9","47.5","22.6","78","2.86"
"Deep Bay","DM2","2016-05-12","1","Surface Water","1.4","3.4","6.9","8.4","17.3","27.3","26","2.04"
"Deep Bay","DM2","2016-06-03","1","Surface Water","2.6","4.2","7.2","5.6","63.6","31.5","110","2.68"
"Deep Bay","DM2","2016-07-13","1","Surface Water","4.8","3.6","6.7","0.3","84.7","28","110","2.61"
"Deep Bay","DM2","2016-08-03","1","Surface Water","2.8","5.9","7.2","2.7","40.3","27.2","27","2.4"
"Deep Bay","DM2","2016-09-01","1","Surface Water","5.4","6.3","7.3","12.1","24.5","30.6","12","1.59"
"Deep Bay","DM2","2016-10-08","1","Surface Water","19","3.9","7","10.2","19.7","29.2","41","3.02"
"Deep Bay","DM2","2016-11-02","1","Surface Water","4.9","7.4","7.1","17.9","52.6","25.2","87","2.28"
"Deep Bay","DM2","2016-12-03","1","Surface Water","2.1","4.9","7.6","19.7","9.1","21","13","2.89"
"Deep Bay","DM2","2017-01-07","1","Surface Water","22","4.2","7.3","13.1","17.5","22.5","31","3.56"
"Deep Bay","DM2","2017-02-01","1","Surface Water","9","5.1","7.3","22.2","40.2","19.2","44","2.18"
"Deep Bay","DM2","2017-03-06","1","Surface Water","20","6.8","7.6","17.9","13.4","20.7","34","2.15"
"Deep Bay","DM2","2017-04-08","1","Surface Water","25","5.6","7.2","16.9","18.4","24.3","31","3.05"
"Deep Bay","DM2","2017-05-10","1","Surface Water","100","7.6","8","14.5","22.7","27.6","40","1.48"
"Deep Bay","DM2","2017-06-07","1","Surface Water","7","4.9","7.5","10.8","14.6","31.9","25","2.58"
"Deep Bay","DM2","2017-07-10","1","Surface Water","10","6.6","7.2","3.3","16.7","30.4","19","2.92"
"Deep Bay","DM2","2017-08-11","1","Surface Water","12","4.1","7.3","8.7","18.2","30.9","32","2.23"
"Deep Bay","DM2","2017-09-08","1","Surface Water","2.9","2.6","6.9","9.6","15.7","29.3","24","2.25"
"Deep Bay","DM2","2017-10-06","1","Surface Water","4.6","4.9","7.2","14.4","13.5","30.1","11","1.65"
"Deep Bay","DM2","2017-11-06","1","Surface Water","13","6","7.5","25","17.3","23.3","21","1.35"
"Deep Bay","DM2","2017-12-04","1","Surface Water","5.6","5.6","7.4","25.5","18","22.1","32","1.95"
"Deep Bay","DM2","2018-01-03","1","Surface Water","15","7.1","7.6","25.3","22.6","19.4","44","1.93"
"Deep Bay","DM2","2018-02-22","1","Surface Water","3","5.2","7","23.4","30.3","19","68","2.25"
"Deep Bay","DM2","2018-03-01","1","Surface Water","4.5","5.7","7","22.8","18.8","21.1","22","2.12"
"Deep Bay","DM2","2018-04-11","1","Surface Water","9.1","6.5","7.6","20.1","28.3","24.3","18","1.78"
"Deep Bay","DM2","2018-05-09","1","Surface Water","6.5","7.5","7.3","9.7","20.8","27","29","2.33"
"Deep Bay","DM2","2018-06-15","1","Surface Water","4.2","2.9","6.9","10.9","13","28.4","23","2.12"
"Deep Bay","DM2","2018-07-04","1","Surface Water","2","4.9","7.3","4.8","66.2","29.7","92","3.06"
"Deep Bay","DM2","2018-08-01","1","Surface Water","2.7","3.3","7.2","11.3","23.7","31.3","27","1.9"
"Deep Bay","DM2","2018-09-10","1","Surface Water","1.6","4.9","7.2","12","17.5","28.6","30","2.14"
"Deep Bay","DM2","2018-10-08","1","Surface Water","7.8","3.7","7.4","17.3","43.2","27.6","39","2.63"
"Deep Bay","DM2","2018-11-07","1","Surface Water","2.8","5.1","7.5","22.3","12.2","25.9","26","1.98"
"Deep Bay","DM2","2018-12-08","1","Surface Water","1.6","4.7","7.3","20","22.1","21.6","46","2.16"
"Deep Bay","DM2","2019-01-09","1","Surface Water","2.4","6.1","7.4","23","12.7","18.6","32","2.24"
"Deep Bay","DM2","2019-02-23","1","Surface Water","4.5","5.1","7.3","18.7","59.5","21.7","110","2.05"
"Deep Bay","DM2","2019-03-08","1","Surface Water","0.9","5.8","7.6","18.7","20.4","20.3","45","1.8"
"Deep Bay","DM2","2019-04-24","1","Surface Water","14","5.5","7.7","10","29.4","28.1","48","2.24"
"Deep Bay","DM2","2019-05-23","1","Surface Water","8.4","6","7.8","13.6","30.7","28.1","47","1.49"
"Deep Bay","DM2","2019-06-24","1","Surface Water","2.4","5.5","7.5","5.5","30.3","30.1","37","2.36"
"Deep Bay","DM2","2019-07-19","1","Surface Water","3.2","5.9","8","5.5","18.2","32.6","9.4","1.3"
"Deep Bay","DM2","2019-08-02","1","Surface Water","1.9","4.4","7.4","5.5","26.6","26.8","36","2.5"
"Deep Bay","DM2","2019-09-16","1","Surface Water","3.9","4.8","7.7","13.9","24.6","31","48","1.3"
"Deep Bay","DM2","2019-10-16","1","Surface Water","6.8","5.1","7.5","19.1","24.1","27.7","52","1.53"
"Deep Bay","DM2","2019-11-14","1","Surface Water","10","8.4","8","27.5","4.3","24.2","9.9","0.69"
"Deep Bay","DM2","2019-12-14","1","Surface Water","7","6.9","8","24.7","37.1","19.8","47","1.47"
"Deep Bay","DM2","2020-01-11","1","Surface Water","10","7.2","7.9","23.2","35.8","21.1","80","1.34"
"Deep Bay","DM2","2020-04-08","1","Surface Water","2.6","5.7","7.3","17.8","13.3","21.6","27","2.09"
"Deep Bay","DM2","2020-05-08","1","Surface Water","11","4.8","7.8","15.3","37.5","29.7","52","1.27"
"Deep Bay","DM2","2020-06-11","1","Surface Water","7.1","5.6","7.4","3","42.7","29.8","48","2.34"
"Deep Bay","DM2","2020-07-06","1","Surface Water","8.7","6.4","8","8.7","26.9","30.9","36","1.18"
"Deep Bay","DM2","2020-09-19","1","Surface Water","3.6","6","7.2","14.6","22","29.2","33","1.84"
"Deep Bay","DM2","2020-10-17","1","Surface Water","9.3","6.1","7.8","24.6","25.9","26.4","24","1.05"
"Deep Bay","DM2","2020-11-16","1","Surface Water","15","6.8","7.6","25.5","22.2","24.1","79","1.02"
"Deep Bay","DM2","2021-02-27","1","Surface Water","5.3","5.7","7.3","20","44.4","21.7","18","0.93"
"Deep Bay","DM2","2021-03-24","1","Surface Water","8.4","5.7","7.4","20.3","13.3","21.4","18","1.04"
"Deep Bay","DM2","2021-04-16","1","Surface Water","43","5.1","7.9","23.3","10.7","24.9","21","0.55"
"Deep Bay","DM2","2021-05-17","1","Surface Water","18","5","7.5","14.8","33","31.1","43","0.5"
"Deep Bay","DM2","2021-06-16","1","Surface Water","2.1","4.9","7.3","14.8","40.5","30.4","56","0.93"
"Deep Bay","DM2","2021-07-15","1","Surface Water","4.9","4.4","7.2","12.3","20.8","32.9","26","1.14"
"Deep Bay","DM2","2021-08-11","1","Surface Water","3","5","6.9","9.8","16.5","29.8","26","2.15"
"Deep Bay","DM2","2021-09-11","1","Surface Water","3.9","6.6","7.4","18.9","146.4","31.2","70","2.81"
"Deep Bay","DM2","2021-10-26","1","Surface Water","6.8","6.9","7.6","21.3","15.1","25","22","2.04"
"Deep Bay","DM2","2021-11-05","1","Surface Water","6.2","6.6","7.2","24.8","14.7","26.9","6.4","1.74"
"Deep Bay","DM2","2021-12-04","1","Surface Water","19","10.1","7.8","26.5","14.4","18.2","13","0.85"
"Deep Bay","DM2","2022-01-22","1","Surface Water","2.2","5.4","7.2","24","31.3","19.4","53","1.67"
"Deep Bay","DM2","2022-02-18","1","Surface Water","2.6","6.6","7.2","25.8","19.7","18","25","2.7"
"Deep Bay","DM2","2022-04-09","1","Surface Water","9.2","6.6","7.4","18.5","9.4","23.6","4.7","0.7"
"Deep Bay","DM2","2022-05-20","1","Surface Water","3.9","6.2","7.6","13.7","18.8","26.1","15","1.77"
"Deep Bay","DM2","2022-06-13","1","Surface Water","33","5.4","7.6","0.4","56.6","28.3","65","2.89"
"Deep Bay","DM2","2022-07-15","1","Surface Water","9.5","7.8","8.3","6.9","21","32.1","18","1.24"
"Deep Bay","DM2","2022-08-12","1","Surface Water","6","6","7.1","8.7","14.8","27.7","11","1.8"
"Deep Bay","DM2","2022-09-14","1","Surface Water","12","5.5","7.1","19.8","301.7","31.2","51","1.09"
"Deep Bay","DM2","2022-10-13","1","Surface Water","10","6.1","7.7","21.8","384.2","25.4","25","1.34"
"Deep Bay","DM2","2022-11-09","1","Surface Water","7.5","4.9","6.9","23.1","114.5","24","11","1.45"
"Deep Bay","DM2","2022-12-08","1","Surface Water","2.1","5.8","7.3","23.9","18.3","19.8","10","1.11"
"Deep Bay","DM3","1986-02-14","1","Surface Water","18","N/A","8.2","30.1","3.2","17.6","32","N/A"
"Deep Bay","DM3","1986-02-14","1","Middle Water","N/A","N/A","N/A","30.2","N/A","17.5","N/A","N/A"
"Deep Bay","DM3","1986-02-14","1","Bottom Water","N/A","N/A","N/A","30.2","N/A","17.5","N/A","N/A"
"Deep Bay","DM3","1986-05-07","1","Surface Water","1.7","4.3","7.7","20.8","20","26.2","16","N/A"
"Deep Bay","DM3","1986-08-07","1","Surface Water","2.7","5.7","8.1","15.5","10","28.7","4.5","0.44"
"Deep Bay","DM3","1986-08-07","1","Bottom Water","1.5","5.5","8.1","18.6","15","28.4","10","0.38"
"Deep Bay","DM3","1986-10-03","1","Surface Water","2.7","5.2","8","26.6","20","26.6","10","0.39"
"Deep Bay","DM3","1986-10-03","1","Bottom Water","2.7","5","8","26.8","17","26.4","12","0.43"
"Deep Bay","DM3","1986-12-18","1","Surface Water","2.1","6.1","7.9","29.2","21","19","19","1.78"
"Deep Bay","DM3","1987-02-12","1","Surface Water","0.4","6.7","7.8","29.4","2.3","20.6","4","1.07"
"Deep Bay","DM3","1987-04-30","1","Surface Water","9.2","7.1","8.1","21","4.2","25.7","6.5","0.98"
"Deep Bay","DM3","1987-04-30","1","Bottom Water","9.9","7","8.1","21.3","5.4","25.4","6.5","1.06"
"Deep Bay","DM3","1987-06-11","1","Surface Water","8.8","6.4","7.9","18.8","5.6","25.9","3","0.1"
"Deep Bay","DM3","1987-09-17","1","Surface Water","7.4","5.4","7.7","21.2","13.5","28.7","7","1.39"
"Deep Bay","DM3","1987-10-13","1","Surface Water","3.1","5.7","7.6","19.6","71","28.5","19","2.7"
"Deep Bay","DM3","1987-12-28","1","Surface Water","5.5","5","7.8","28.6","41.5","19.4","18","2.74"
"Deep Bay","DM3","1988-01-22","1","Surface Water","6.5","6.3","7.8","29.2","16","18.2","23","0.01"
"Deep Bay","DM3","1988-02-25","1","Surface Water","1.1","7.6","8","31.1","3.9","17.8","11","0.67"
"Deep Bay","DM3","1988-03-11","1","Surface Water","1.7","8.3","7.8","30.5","4.2","15.6","31","1.73"
"Deep Bay","DM3","1988-04-14","1","Surface Water","0.6","5.8","7.7","26.7","32","19","15","1.89"
"Deep Bay","DM3","1988-05-20","1","Surface Water","14","6.7","8.3","12.6","9.5","27.5","5","1.01"
"Deep Bay","DM3","1988-05-20","1","Bottom Water","6.5","N/A","N/A","N/A","N/A","N/A","2","1.03"
"Deep Bay","DM3","1988-06-07","1","Surface Water","39","9.2","8.4","19.7","5.5","28.9","7","0.64"
"Deep Bay","DM3","1988-07-14","1","Surface Water","4.2","5.1","8","16.7","13","28.5","6.5","0.62"
"Deep Bay","DM3","1988-07-14","1","Bottom Water","1","N/A","N/A","N/A","N/A","N/A","15","0.59"
"Deep Bay","DM3","1988-08-08","1","Surface Water","1.5","4.7","7.7","15.4","12","29.7","10","2.64"
"Deep Bay","DM3","1988-09-12","1","Surface Water","55","10.2","8.5","13.8","15","28.5","9","0.44"
"Deep Bay","DM3","1988-10-10","1","Surface Water","11","7.5","8.5","28.3","3.3","25","4","0.31"
"Deep Bay","DM3","1988-11-24","1","Surface Water","3.2","7.2","N/A","28.9","21.5","19","19","1.1"
"Deep Bay","DM3","1988-11-24","1","Bottom Water","5","N/A","N/A","N/A","N/A","N/A","22","1.07"
"Deep Bay","DM3","1988-12-09","1","Surface Water","3.1","7.3","8.1","27.3","42","16.8","26","1.28"
"Deep Bay","DM3","1989-01-13","1","Surface Water","0.8","5.9","7.9","26","39","16.2","38","2.26"
"Deep Bay","DM3","1989-02-17","1","Surface Water","2.1","8.5","8.2","28.1","9.5","16.8","8.5","0.57"
"Deep Bay","DM3","1989-03-14","1","Surface Water","3.4","7.2","8.2","28.9","11.5","17.9","10","0.87"
"Deep Bay","DM3","1989-04-14","1","Surface Water","1.8","6.8","8","21","11.5","21.7","5","1.16"
"Deep Bay","DM3","1989-04-14","1","Bottom Water","0.3","N/A","N/A","N/A","N/A","N/A","98","1.31"
"Deep Bay","DM3","1989-05-12","1","Surface Water","8.1","7.4","8.3","13.4","9","29","3","1.78"
"Deep Bay","DM3","1989-05-12","1","Bottom Water","6.7","N/A","N/A","N/A","N/A","N/A","2","1.51"
"Deep Bay","DM3","1989-06-12","1","Surface Water","8","7.1","8.2","9.2","8","25.8","2.5","0.95"
"Deep Bay","DM3","1989-06-12","1","Bottom Water","3","N/A","N/A","N/A","N/A","N/A","35","1.25"
"Deep Bay","DM3","1989-07-20","1","Surface Water","1.8","5.7","8.4","11.2","15","27.4","11","0.6"
"Deep Bay","DM3","1989-08-18","1","Surface Water","10","5.3","8.5","19.3","35","29.9","18","0.39"
"Deep Bay","DM3","1989-09-18","1","Surface Water","0.6","4.2","8","25","43.5","27.1","43","0.65"
"Deep Bay","DM3","1989-09-18","1","Bottom Water","0.9","N/A","N/A","N/A","N/A","N/A","140","0.62"
"Deep Bay","DM3","1989-10-16","1","Surface Water","2.8","5.7","8.2","28.5","25","26.2","24","0.84"
"Deep Bay","DM3","1989-11-13","1","Surface Water","5.9","8.4","8.3","27.2","21","23.4","17","0.95"
"Deep Bay","DM3","1989-12-11","1","Surface Water","12","8","8.4","29","13.5","18.7","21","1.13"
"Deep Bay","DM3","1990-01-12","1","Surface Water","2","5.7","7.7","28.1","19","19.3","11","2.29"
"Deep Bay","DM3","1990-02-12","1","Surface Water","2.5","8.7","7.8","28.3","19","18.3","23","1.44"
"Deep Bay","DM3","1990-03-16","1","Surface Water","0.3","6.7","7.9","24.6","10","19.3","9","2.4"
"Deep Bay","DM3","1990-03-16","1","Bottom Water","0.3","N/A","N/A","N/A","N/A","N/A","12","0.95"
"Deep Bay","DM3","1990-04-17","1","Surface Water","0.8","5.9","8.1","20.2","9","21.1","3","0.94"
"Deep Bay","DM3","1990-05-14","1","Surface Water","5.3","6.3","8.4","16.7","5","25.6","5.5","1.1"
"Deep Bay","DM3","1990-05-14","1","Bottom Water","3.5","N/A","N/A","N/A","N/A","N/A","6.5","1.05"
"Deep Bay","DM3","1990-06-15","1","Surface Water","9.1","8.2","8.4","11.6","9.5","30.4","6.5","0.29"
"Deep Bay","DM3","1990-06-15","1","Bottom Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Deep Bay","DM3","1990-07-13","1","Surface Water","0.3","7.4","8.6","3.3","200","30.2","51","1.91"
"Deep Bay","DM3","1990-07-13","1","Bottom Water","0.3","N/A","N/A","N/A","N/A","N/A","69","1.71"
"Deep Bay","DM3","1990-08-10","1","Surface Water","0.8","6.2","8.5","11","16","31.1","14","0.79"
"Deep Bay","DM3","1990-08-10","1","Bottom Water","0.3","N/A","N/A","N/A","N/A","N/A","16","0.76"
"Deep Bay","DM3","1990-09-25","1","Surface Water","6.7","8.3","8.2","21.8","7","29.7","3.5","0.71"
"Deep Bay","DM3","1990-10-19","1","Surface Water","2.1","6.7","8","26.6","8.1","27.2","5","0.51"
"Deep Bay","DM3","1990-10-19","1","Bottom Water","2.1","N/A","N/A","N/A","N/A","N/A","22","0.4"
"Deep Bay","DM3","1990-11-19","1","Surface Water","0.8","8.3","8.1","26.6","11.8","23.7","12","0.14"
"Deep Bay","DM3","1990-11-19","1","Bottom Water","0.8","N/A","N/A","N/A","N/A","N/A","22","0.3"
"Deep Bay","DM3","1990-12-18","1","Surface Water","1.1","7.2","8","28.6","13","19.9","14","0.45"
"Deep Bay","DM3","1991-01-21","1","Surface Water","2.7","7.5","7.9","30","22","17.1","52","1.11"
"Deep Bay","DM3","1991-02-25","1","Surface Water","2.9","8.3","8.1","29.6","7.1","17.2","19","0.62"
"Deep Bay","DM3","1991-02-25","1","Bottom Water","3.5","8.2","8.1","29.8","11","17.2","24","0.54"
"Deep Bay","DM3","1991-03-18","1","Surface Water","1.3","8.3","8","27.6","12","20.4","16","0.59"
"Deep Bay","DM3","1991-03-18","1","Bottom Water","1.6","7.9","8","27.9","12","20.4","7","0.49"
"Deep Bay","DM3","1991-04-18","1","Surface Water","10","7","7.7","22.6","9.7","23.1","10","0.62"
"Deep Bay","DM3","1991-04-18","1","Bottom Water","2.9","6.8","7.9","23.1","45","22.8","51","0.57"
"Deep Bay","DM3","1991-05-20","1","Surface Water","3.7","6.3","7.9","19.6","9","26.8","6","0.98"
"Deep Bay","DM3","1991-06-14","1","Surface Water","1.3","6.5","7.9","8.5","9.5","27.2","9.5","0.87"
"Deep Bay","DM3","1991-07-15","1","Surface Water","0.8","6.5","8","7.2","24","26.4","22","1.2"
"Deep Bay","DM3","1991-07-15","1","Bottom Water","0.5","6.1","8","11.4","22","26.1","22","1.13"
"Deep Bay","DM3","1991-08-29","1","Surface Water","0.5","4.7","8.1","13.6","9.5","26.4","17","0.67"
"Deep Bay","DM3","1991-09-24","1","Surface Water","3.5","5.9","8","27.5","12","26.6","10","0.35"
"Deep Bay","DM3","1991-11-08","1","Surface Water","25","9.2","8.5","28.5","15","23.8","16","1.05"
"Deep Bay","DM3","1991-12-09","1","Surface Water","0.3","10","7.8","28.5","11","20.7","13","1.29"
"Deep Bay","DM3","1992-01-07","1","Surface Water","<0.2","10.1","7.7","30","12","17.6","10","0.52"
"Deep Bay","DM3","1992-01-07","1","Bottom Water","1.6","8.9","7.9","29.9","31","17.1","38","0.63"
"Deep Bay","DM3","1992-02-10","1","Surface Water","0.3","6.8","8","29.1","7.2","11","5","0.49"
"Deep Bay","DM3","1992-03-25","1","Surface Water","0.3","6.6","7.9","22.8","24","20.8","29","1.92"
"Deep Bay","DM3","1992-04-22","1","Surface Water","<0.2","7.4","8","14.6","6.3","23.2","5","0.85"
"Deep Bay","DM3","1992-05-22","1","Surface Water","2.1","5.9","7.7","15","5.9","24.9","5.5","1.71"
"Deep Bay","DM3","1992-06-19","1","Surface Water","1.1","6","8.4","12.4","6.3","27.1","5","1.07"
"Deep Bay","DM3","1992-07-20","1","Surface Water","2.1","7.6","7.4","8.8","8","28.5","5","1.21"
"Deep Bay","DM3","1992-08-17","1","Surface Water","2.7","6.2","7.9","22.5","5.1","29","5.5","0.62"
"Deep Bay","DM3","1992-09-16","1","Surface Water","1.1","5.9","7.9","17.7","12","30.2","14","1.15"
"Deep Bay","DM3","1992-10-12","1","Surface Water","3.2","6.2","7.9","29.4","7.7","21.7","9.5","0.39"
"Deep Bay","DM3","1992-11-11","1","Surface Water","0.4","7.5","7.8","29.8","19","15.4","17","1.17"
"Deep Bay","DM3","1992-12-08","1","Surface Water","5","10.1","8","28.3","3.6","17.4","3","6.33"
"Deep Bay","DM3","1993-01-12","1","Surface Water","0.4","9.1","8","28.8","14","20.3","17","0.56"
"Deep Bay","DM3","1993-02-25","1","Surface Water","0.7","7.5","7.9","30.7","17","17.7","13","0.5"
"Deep Bay","DM3","1993-03-12","1","Surface Water","N/A","6.9","8","28.5","27","19.9","N/A","N/A"
"Deep Bay","DM3","1993-04-26","1","Surface Water","0.9","6.9","8","19.8","13","23.2","9","1.36"
"Deep Bay","DM3","1993-05-10","1","Surface Water","0.5","5.6","7.9","15.1","7.1","24.5","5.5","2.15"
"Deep Bay","DM3","1993-06-07","1","Surface Water","0.3","5.8","7.9","12.6","7.1","28.5","5.5","1.3"
"Deep Bay","DM3","1993-07-21","1","Surface Water","1.7","5.9","7.4","12.7","9.5","28.7","6","1.01"
"Deep Bay","DM3","1993-08-31","1","Surface Water","8.1","7.3","8.4","17.6","6.4","28.8","7","0.9"
"Deep Bay","DM3","1993-09-29","1","Surface Water","1.1","5.4","7.7","8.5","6.2","28","5.7","0.01"
"Deep Bay","DM3","1993-10-15","1","Surface Water","16","7.9","8.5","24.6","14.7","26.3","22","0.71"
"Deep Bay","DM3","1993-11-15","1","Surface Water","1.3","8.6","8","23.3","5.7","24.3","13","0.82"
"Deep Bay","DM3","1993-12-13","1","Surface Water","1.1","9.6","8","29","8.3","19.9","13","1.74"
"Deep Bay","DM3","1994-01-26","1","Surface Water","4.4","9.3","8.3","28.9","18.8","15.8","4.4","1.25"
"Deep Bay","DM3","1994-02-23","1","Surface Water","0.8","7.1","8","28.8","6.8","18.1","13","1.66"
"Deep Bay","DM3","1994-03-16","1","Surface Water","0.5","6.6","7.7","28.8","11.7","17","26","1.55"
"Deep Bay","DM3","1994-04-14","1","Surface Water","2.9","5.9","7.9","26.3","4.7","22.1","7.3","0.57"
"Deep Bay","DM3","1994-05-12","1","Surface Water","1.4","6.2","8.1","19.3","5.7","28.3","8.9","1.08"
"Deep Bay","DM3","1994-06-15","1","Surface Water","3","7.6","8.1","4.8","75.6","28.4","11","1.38"
"Deep Bay","DM3","1994-07-13","1","Surface Water","2.6","6","7.8","7.8","13.8","29.4","5","1.11"
"Deep Bay","DM3","1994-08-11","1","Surface Water","0.7","N/A","7.6","4.9","12","28.8","15","1.09"
"Deep Bay","DM3","1994-09-22","1","Surface Water","2.7","6.2","7.8","10.5","18","28.5","12","0.81"
"Deep Bay","DM3","1994-10-07","1","Surface Water","1.8","4.9","7.9","19.6","14","28","15","0.64"
"Deep Bay","DM3","1994-11-21","1","Surface Water","0.4","6.6","8.1","25.5","8.9","24.2","8.9","0.56"
"Deep Bay","DM3","1994-12-19","1","Surface Water","0.3","6.8","7.8","28.8","19","20.2","18","1.03"
