"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Eastern Buffer","EM1","2008-06-12","1","Bottom Water","0.7","4.6","8.3","33.6","10.7","25.3","3.7","0.16"
"Eastern Buffer","EM1","2008-07-03","1","Surface Water","4.8","3","8","29.3","14","25.5","2.5","0.43"
"Eastern Buffer","EM1","2008-07-03","1","Middle Water","1.5","3.6","8","33.4","16.1","23.8","5.8","0.18"
"Eastern Buffer","EM1","2008-07-03","1","Bottom Water","1.7","3.6","8","33.9","16.2","23.5","5.9","0.13"
"Eastern Buffer","EM1","2008-08-01","1","Surface Water","15","5.3","8.2","32.7","8.5","23.9","2.5","0.15"
"Eastern Buffer","EM1","2008-08-01","1","Middle Water","9","4.5","8.1","33.6","7.9","22.7","2.6","0.14"
"Eastern Buffer","EM1","2008-08-01","1","Bottom Water","5.2","4","8.1","34","9.9","22.2","5.2","0.13"
"Eastern Buffer","EM1","2008-09-25","1","Surface Water","0.7","4.1","8.1","31.7","13.1","27.1","6.5","0.19"
"Eastern Buffer","EM1","2008-09-25","1","Middle Water","0.5","4.6","8.1","31.8","15.3","27","12","0.17"
"Eastern Buffer","EM1","2008-09-25","1","Bottom Water","0.5","4.6","8.1","31.8","21","27","21","0.17"
"Eastern Buffer","EM1","2008-10-13","1","Surface Water","1.7","6","8.2","32.4","3.7","27","5.6","0.1"
"Eastern Buffer","EM1","2008-10-13","1","Middle Water","1.8","6","8.2","32.4","3.7","27","5.9","0.09"
"Eastern Buffer","EM1","2008-10-13","1","Bottom Water","2.3","6.2","8.2","32.6","3.8","26.9","6.6","0.07"
"Eastern Buffer","EM1","2008-11-06","1","Surface Water","0.5","5.5","8.1","32.1","2.9","26.7","3.5","0.15"
"Eastern Buffer","EM1","2008-11-06","1","Middle Water","0.6","5.7","8.1","32.2","3","26.4","4.1","0.13"
"Eastern Buffer","EM1","2008-11-06","1","Bottom Water","0.4","5.9","8.1","32.3","4.1","26.4","4.4","0.12"
"Eastern Buffer","EM1","2008-12-01","1","Surface Water","3.5","6.2","8.3","32.7","2.2","22","3.2","0.19"
"Eastern Buffer","EM1","2008-12-01","1","Middle Water","2.3","6.5","8.3","32.8","2.4","22","3","0.15"
"Eastern Buffer","EM1","2008-12-01","1","Bottom Water","1.7","6.6","8.3","32.9","4.9","21.9","5.4","0.12"
"Eastern Buffer","EM1","2009-01-02","1","Surface Water","1","7","8","33.3","2.6","18.9","2.7","0.12"
"Eastern Buffer","EM1","2009-01-02","1","Middle Water","1.3","7","8","33.3","3.5","18.9","3.4","0.11"
"Eastern Buffer","EM1","2009-01-02","1","Bottom Water","0.9","7.1","8","33.3","6.1","18.7","7.4","0.1"
"Eastern Buffer","EM1","2009-02-02","1","Surface Water","1.8","5.7","8","33.3","2.2","17.3","2.4","0.15"
"Eastern Buffer","EM1","2009-02-02","1","Middle Water","1.6","6.2","8","33.3","2.3","17.4","3","0.15"
"Eastern Buffer","EM1","2009-02-02","1","Bottom Water","1.3","6.2","8","33.4","5","17.4","6.8","0.11"
"Eastern Buffer","EM1","2009-03-09","1","Surface Water","0.9","6.5","8","33.2","8.9","19.2","3.8","0.11"
"Eastern Buffer","EM1","2009-03-09","1","Middle Water","1.1","6.6","8","33.3","8.8","19.2","2.2","0.1"
"Eastern Buffer","EM1","2009-03-09","1","Bottom Water","0.8","6.8","8","33.4","10.2","19.1","6.2","0.07"
"Eastern Buffer","EM1","2009-04-01","1","Surface Water","0.5","5","8","33.9","1.9","20.9","2.8","0.04"
"Eastern Buffer","EM1","2009-04-01","1","Middle Water","1.4","5","8","33.9","2","20.9","3.2","0.04"
"Eastern Buffer","EM1","2009-04-01","1","Bottom Water","1.5","5.2","8","33.9","2.2","20.9","3.4","0.04"
"Eastern Buffer","EM1","2009-05-04","1","Surface Water","4.7","4.6","7.9","33.5","3.1","22.7","3.7","0.09"
"Eastern Buffer","EM1","2009-05-04","1","Middle Water","3.3","5.7","7.9","33.6","2.9","22.6","4.3","0.07"
"Eastern Buffer","EM1","2009-05-04","1","Bottom Water","1.8","5.4","7.9","33.7","2.7","22.4","4","0.04"
"Eastern Buffer","EM1","2009-06-08","1","Surface Water","4.4","4.9","7.9","31.7","1.6","26.8","2.7","0.19"
"Eastern Buffer","EM1","2009-06-08","1","Middle Water","2.4","4.5","7.9","31.9","3.8","26.7","5.1","0.13"
"Eastern Buffer","EM1","2009-06-08","1","Bottom Water","1.9","4.5","7.9","32.6","4.4","26.4","6.4","0.11"
"Eastern Buffer","EM1","2009-07-03","1","Surface Water","9.3","5","7.6","25.2","2","27.3","3.1","0.64"
"Eastern Buffer","EM1","2009-07-03","1","Middle Water","1.6","3.1","7.6","33.4","4.2","24.4","6","0.16"
"Eastern Buffer","EM1","2009-07-03","1","Bottom Water","1","2.9","7.6","34","5","24","8.5","0.09"
"Eastern Buffer","EM1","2009-08-03","1","Surface Water","17","6.6","8.4","29","9","28","2.4","0.13"
"Eastern Buffer","EM1","2009-08-03","1","Middle Water","6.5","3.5","8.2","32.1","10.1","24.9","4.3","0.2"
"Eastern Buffer","EM1","2009-08-03","1","Bottom Water","1.3","2.6","8.1","33.5","10.6","23.7","5.1","0.18"
"Eastern Buffer","EM1","2009-09-02","1","Surface Water","8.9","5.1","8.2","30.8","2","29","4.5","0.06"
"Eastern Buffer","EM1","2009-09-02","1","Middle Water","12","6.2","8.1","31.3","4.7","27","5.3","0.13"
"Eastern Buffer","EM1","2009-09-02","1","Bottom Water","5","3.4","7.9","32.7","6.7","25","11","0.19"
"Eastern Buffer","EM1","2009-10-05","1","Surface Water","1.5","5.4","7.9","32.1","4.5","28.5","6.2","0.05"
"Eastern Buffer","EM1","2009-10-05","1","Middle Water","2.2","6.1","8","32.1","1.7","28.5","4.8","0.09"
"Eastern Buffer","EM1","2009-10-05","1","Bottom Water","1.3","5.9","8","32.2","6","28.4","7","0.06"
"Eastern Buffer","EM1","2009-11-05","1","Surface Water","8.6","7.2","8.1","33","3","25","3.4","0.07"
"Eastern Buffer","EM1","2009-11-05","1","Middle Water","7.5","7","8.1","33","3.1","24.9","4.1","0.06"
"Eastern Buffer","EM1","2009-11-05","1","Bottom Water","7.4","7","8.1","33.1","4.5","24.9","5.4","0.04"
"Eastern Buffer","EM1","2009-12-01","1","Surface Water","1","6.9","7.9","33.2","1.9","21.6","2.3","0.11"
"Eastern Buffer","EM1","2009-12-01","1","Middle Water","0.9","7","7.9","33.2","2.3","21.4","2.9","0.1"
"Eastern Buffer","EM1","2009-12-01","1","Bottom Water","0.6","7.1","7.9","33.3","2.6","21.4","3.2","0.09"
"Eastern Buffer","EM1","2010-01-22","1","Surface Water","3","7.5","7.8","32","1.5","17.4","1.9","0.2"
"Eastern Buffer","EM1","2010-01-22","1","Middle Water","2.2","7.7","7.8","32.1","1.6","17.3","1.7","0.18"
"Eastern Buffer","EM1","2010-01-22","1","Bottom Water","1.7","8","7.8","32.3","2.6","17.2","3.1","0.14"
"Eastern Buffer","EM1","2010-02-19","1","Surface Water","1.3","6.6","8","32.3","4.9","16.7","1.5","0.13"
"Eastern Buffer","EM1","2010-02-19","1","Middle Water","1.3","7.4","8","32.7","5","16.4","1.5","0.14"
"Eastern Buffer","EM1","2010-02-19","1","Bottom Water","1.8","7.5","8","32.7","5.6","16.5","2.4","0.12"
"Eastern Buffer","EM1","2010-03-22","1","Surface Water","0.9","6.9","7.9","33.5","6.5","20","1","0.13"
"Eastern Buffer","EM1","2010-03-22","1","Middle Water","0.9","7.1","7.9","33.6","6","20","1.1","0.1"
"Eastern Buffer","EM1","2010-03-22","1","Bottom Water","0.7","7.1","7.9","33.6","9","20","5.3","0.07"
"Eastern Buffer","EM1","2010-04-08","1","Surface Water","1","7.2","7.7","33.8","3.5","19.7","2.8","0.04"
"Eastern Buffer","EM1","2010-04-08","1","Middle Water","0.7","7.2","7.7","33.9","3.5","19.7","3","0.03"
"Eastern Buffer","EM1","2010-04-08","1","Bottom Water","1","7.3","7.8","33.9","3.4","19.8","3.7","0.04"
"Eastern Buffer","EM1","2010-05-03","1","Surface Water","1.8","7","7.6","33.4","0.9","21.9","<0.5","0.16"
"Eastern Buffer","EM1","2010-05-03","1","Middle Water","2","7","7.6","33.4","0.8","21.8","0.8","0.14"
"Eastern Buffer","EM1","2010-05-03","1","Bottom Water","1.3","7.1","7.7","34","2.6","21.4","1.7","0.09"
"Eastern Buffer","EM1","2010-06-02","1","Surface Water","1.7","5.3","7.9","32.8","1.1","25.4","1","0.07"
"Eastern Buffer","EM1","2010-06-02","1","Middle Water","1.9","4.8","7.9","32.7","1","25.3","1.3","0.07"
"Eastern Buffer","EM1","2010-06-02","1","Bottom Water","1.9","5.1","7.9","32.9","3.4","25.5","4","0.06"
"Eastern Buffer","EM1","2010-07-02","1","Surface Water","30","10.3","8.1","30.5","2","26.4","3.7","0.11"
"Eastern Buffer","EM1","2010-07-02","1","Middle Water","22","4.6","7.9","33.1","2.3","23.8","1.9","0.15"
"Eastern Buffer","EM1","2010-07-02","1","Bottom Water","21","4.2","7.9","34.2","4.7","23","5.8","0.16"
"Eastern Buffer","EM1","2010-08-02","1","Surface Water","53","11.6","8.5","30.4","3.5","27.3","4.2","0.03"
"Eastern Buffer","EM1","2010-08-02","1","Middle Water","3.4","3.8","8.1","33","4.4","24.5","2.8","0.18"
"Eastern Buffer","EM1","2010-08-02","1","Bottom Water","0.9","4.1","8.1","34.3","7.2","23.5","9","0.09"
"Eastern Buffer","EM1","2010-09-02","1","Surface Water","3.4","5.6","8.1","30.8","0.7","28.8","1.1","0.17"
"Eastern Buffer","EM1","2010-09-02","1","Middle Water","3.2","4.1","7.9","31.1","1.5","27.7","2.4","0.29"
"Eastern Buffer","EM1","2010-09-02","1","Bottom Water","1.1","3","7.9","32.5","2.1","25.7","2.6","0.23"
"Eastern Buffer","EM1","2010-10-08","1","Surface Water","1.5","5","8.1","30.8","2.5","27.6","2.9","0.16"
"Eastern Buffer","EM1","2010-10-08","1","Middle Water","0.6","5.1","8.1","30.8","2.2","27.5","2.9","0.13"
"Eastern Buffer","EM1","2010-10-08","1","Bottom Water","1","5.2","8.1","30.9","3.2","27.5","4.5","0.14"
"Eastern Buffer","EM1","2010-11-04","1","Surface Water","1.1","5.8","7.9","32.4","5.3","23.6","6.3","0.15"
"Eastern Buffer","EM1","2010-11-04","1","Middle Water","1.5","5.9","7.9","32.4","5.5","23.6","7.2","0.17"
"Eastern Buffer","EM1","2010-11-04","1","Bottom Water","0.9","6","7.9","32.5","5.7","23.6","9.1","0.14"
"Eastern Buffer","EM1","2010-12-15","1","Surface Water","0.7","6.4","8.1","32.7","3.9","20.8","2.2","0.13"
"Eastern Buffer","EM1","2010-12-15","1","Middle Water","0.4","6.6","8.1","32.8","3","20.9","2.9","0.1"
"Eastern Buffer","EM1","2010-12-15","1","Bottom Water","0.5","6.6","8.1","32.8","5.1","20.9","4.7","0.14"
"Eastern Buffer","EM1","2011-01-03","1","Surface Water","0.9","6.7","7.8","33","3.6","18","3.9","0.15"
"Eastern Buffer","EM1","2011-01-03","1","Middle Water","0.9","6.8","7.8","33","3.7","18","4.1","0.16"
"Eastern Buffer","EM1","2011-01-03","1","Bottom Water","0.7","6.9","7.8","33.1","7.6","18.1","7.2","0.14"
"Eastern Buffer","EM1","2011-02-10","1","Surface Water","1.2","8","7.8","31.8","0.9","15.7","1.4","0.25"
"Eastern Buffer","EM1","2011-02-10","1","Middle Water","1.3","8.1","7.8","31.8","1.7","15.4","1.2","0.24"
"Eastern Buffer","EM1","2011-02-10","1","Bottom Water","0.9","7.9","7.8","31.8","2.2","15.2","3","0.25"
"Eastern Buffer","EM1","2011-03-17","1","Surface Water","4.3","7.5","7.9","33.2","1.3","18.2","1.7","0.14"
"Eastern Buffer","EM1","2011-03-17","1","Middle Water","4.2","7.4","7.9","33.2","1.4","18.2","2.5","0.14"
"Eastern Buffer","EM1","2011-03-17","1","Bottom Water","4","7.3","7.9","33.3","1.4","18.2","2","0.15"
"Eastern Buffer","EM1","2011-04-12","1","Surface Water","1.8","7.2","7.9","33.9","0.8","20.6","1.6","0.1"
"Eastern Buffer","EM1","2011-04-12","1","Middle Water","0.8","7.2","7.9","33.9","1.3","20.6","1.3","0.1"
"Eastern Buffer","EM1","2011-04-12","1","Bottom Water","1.5","7.1","7.9","33.9","2.1","20.5","1.6","0.11"
"Eastern Buffer","EM1","2011-05-12","1","Surface Water","5.9","6","7.7","31.1","1.2","25.7","1.7","0.46"
"Eastern Buffer","EM1","2011-05-12","1","Middle Water","3.8","5.3","7.7","33.3","2.4","23.5","2.4","0.3"
"Eastern Buffer","EM1","2011-05-12","1","Bottom Water","1.1","5.1","7.7","34.1","5.4","22.5","3.8","0.1"
"Eastern Buffer","EM1","2011-06-15","1","Surface Water","3.8","4","7.8","29.7","4.9","26.9","6.2","0.51"
"Eastern Buffer","EM1","2011-06-15","1","Middle Water","1","3.8","7.8","32.4","4.8","24.6","7.1","0.27"
"Eastern Buffer","EM1","2011-06-15","1","Bottom Water","1.1","3.8","7.9","33","4.4","24","6.2","0.2"
"Eastern Buffer","EM1","2011-07-31","1","Surface Water","12","6.4","8.1","31.4","7.5","26.3","4.2","0.11"
"Eastern Buffer","EM1","2011-07-31","1","Middle Water","6.6","5.6","8.1","31.8","8.2","25.5","4.8","0.14"
"Eastern Buffer","EM1","2011-07-31","1","Bottom Water","7.3","4.8","8","32.1","9.3","25","5.2","0.14"
"Eastern Buffer","EM1","2011-08-22","1","Surface Water","7.5","6.1","8.1","30.7","1.6","26.7","2.3","0.25"
"Eastern Buffer","EM1","2011-08-22","1","Middle Water","2.8","3.2","8","33.2","1.8","23.6","2.4","0.19"
"Eastern Buffer","EM1","2011-08-22","1","Bottom Water","0.9","3.1","8","34","2.5","22.7","2.9","0.15"
"Eastern Buffer","EM1","2011-09-16","1","Surface Water","0.9","5.1","8.1","32.1","2.3","29.3","3.3","0.14"
"Eastern Buffer","EM1","2011-09-16","1","Middle Water","0.7","5.2","8.1","32.2","2.7","29.1","2.1","0.11"
"Eastern Buffer","EM1","2011-09-16","1","Bottom Water","1","5","8.1","32.2","3.5","29.1","4.5","0.12"
"Eastern Buffer","EM1","2011-10-12","1","Surface Water","0.8","6.2","8.1","33.1","3.7","26","4.6","0.7"
"Eastern Buffer","EM1","2011-10-12","1","Middle Water","0.5","6.3","8.1","33.1","3.3","26","4.6","0.14"
"Eastern Buffer","EM1","2011-10-12","1","Bottom Water","0.9","6.3","8.1","33.2","3.5","26","5.5","0.52"
"Eastern Buffer","EM1","2011-11-07","1","Surface Water","1","5.9","7.9","32.8","2.5","25.6","2.8","0.19"
"Eastern Buffer","EM1","2011-11-07","1","Middle Water","0.4","5.9","7.9","32.8","2.5","25.5","3","0.18"
"Eastern Buffer","EM1","2011-11-07","1","Bottom Water","0.4","6","7.9","32.8","2.1","25.5","2.6","0.16"
"Eastern Buffer","EM1","2011-12-02","1","Surface Water","0.3","6.5","7.7","32.2","2.5","22.1","3.5","0.23"
"Eastern Buffer","EM1","2011-12-02","1","Middle Water","0.2","6.5","7.7","32.2","2.6","22","2.9","0.23"
"Eastern Buffer","EM1","2011-12-02","1","Bottom Water","0.2","6.5","7.7","32.2","4.3","22","6.7","0.21"
"Eastern Buffer","EM1","2012-01-09","1","Surface Water","4.1","8.2","8","30.8","1.2","17.5","2","0.31"
"Eastern Buffer","EM1","2012-01-09","1","Middle Water","6.1","8.3","8","30.9","1.5","16.9","2.5","0.29"
"Eastern Buffer","EM1","2012-01-09","1","Bottom Water","4.3","8.2","8","31","3.2","16.8","4.8","0.28"
"Eastern Buffer","EM1","2012-02-02","1","Surface Water","1.3","7.9","8.1","31.7","0.6","16.2","0.5","0.2"
"Eastern Buffer","EM1","2012-02-02","1","Middle Water","1","8.4","8.1","31.7","0.6","16.1","0.8","0.2"
"Eastern Buffer","EM1","2012-02-02","1","Bottom Water","1.2","8.2","8","31.8","1","16.2","1","0.21"
"Eastern Buffer","EM1","2012-03-02","1","Surface Water","0.5","9.7","8","31.1","1.6","15.4","1.2","0.32"
"Eastern Buffer","EM1","2012-03-02","1","Middle Water","0.6","9.7","8","31.1","1.5","14.8","1.6","0.32"
"Eastern Buffer","EM1","2012-03-02","1","Bottom Water","0.7","9.6","8","31.1","1.8","14.8","2.2","0.31"
"Eastern Buffer","EM1","2012-04-13","1","Surface Water","2.4","7.7","7.6","32.2","2","21.7","1.8","0.28"
"Eastern Buffer","EM1","2012-04-13","1","Middle Water","2.2","7.8","7.6","32.6","2","21.5","2.2","0.23"
"Eastern Buffer","EM1","2012-04-13","1","Bottom Water","1.3","8","7.7","33.6","4.8","21.9","3.2","0.09"
"Eastern Buffer","EM1","2012-05-03","1","Surface Water","2.8","7.3","7.6","29.6","1","24.7","1.6","0.5"
"Eastern Buffer","EM1","2012-05-03","1","Middle Water","1.7","7.2","7.6","32.5","2.2","23.3","2.8","0.17"
"Eastern Buffer","EM1","2012-05-03","1","Bottom Water","0.6","7.3","7.6","33","2.6","23.1","3.2","0.11"
"Eastern Buffer","EM1","2012-06-04","1","Surface Water","1","6.9","7.7","31.7","3.4","26.8","3","0.14"
"Eastern Buffer","EM1","2012-06-04","1","Middle Water","0.8","7.1","7.7","31.8","2.8","26.7","3.4","0.13"
"Eastern Buffer","EM1","2012-06-04","1","Bottom Water","0.5","7.1","7.7","31.8","2.9","26.7","3.4","0.13"
"Eastern Buffer","EM1","2012-07-06","1","Surface Water","3.7","6.2","7.5","29.2","21.2","27.2","2.3","0.39"
"Eastern Buffer","EM1","2012-07-06","1","Middle Water","1.9","5.2","7.5","31.3","22.1","25.9","4.5","0.22"
"Eastern Buffer","EM1","2012-07-06","1","Bottom Water","1.7","5.1","7.5","31.6","19.1","25.7","4.7","0.2"
"Eastern Buffer","EM1","2012-08-06","1","Surface Water","0.9","4.4","7.9","31.4","0.8","27.1","0.9","0.25"
"Eastern Buffer","EM1","2012-08-06","1","Middle Water","0.7","4.6","7.9","31.6","0.9","26.9","1.4","0.21"
"Eastern Buffer","EM1","2012-08-06","1","Bottom Water","0.6","4.3","8","32.3","1.2","26.3","2.3","0.13"
"Eastern Buffer","EM1","2012-09-07","1","Surface Water","4.5","5.7","8","30.2","1.1","28.7","1.8","0.23"
"Eastern Buffer","EM1","2012-09-07","1","Middle Water","1.9","5","8","30.4","1.5","28.3","2.6","0.25"
"Eastern Buffer","EM1","2012-09-07","1","Bottom Water","1.5","4.5","8","30.4","3.2","28.2","2.6","0.25"
"Eastern Buffer","EM1","2012-10-04","1","Surface Water","0.8","5.2","7.9","32.1","3.2","27.8","2.9","0.22"
"Eastern Buffer","EM1","2012-10-04","1","Middle Water","0.5","5.3","7.9","32.1","3.6","27.7","4.4","0.2"
"Eastern Buffer","EM1","2012-10-04","1","Bottom Water","0.4","5.7","8","32.3","4.9","27.7","5.4","0.16"
"Eastern Buffer","EM1","2012-11-02","1","Surface Water","0.5","5.6","7.8","32.5","3.2","25.2","3.9","0.18"
"Eastern Buffer","EM1","2012-11-02","1","Middle Water","0.5","6","7.8","32.5","3.1","25.1","3.4","0.15"
"Eastern Buffer","EM1","2012-11-02","1","Bottom Water","0.3","6.1","7.8","32.6","6.3","25.1","13","0.13"
"Eastern Buffer","EM1","2012-12-08","1","Surface Water","0.7","5.4","7.7","32.8","1.7","21.1","1.6","0.27"
"Eastern Buffer","EM1","2012-12-08","1","Middle Water","0.8","6.2","7.7","32.8","1.9","21.2","1.9","0.23"
"Eastern Buffer","EM1","2012-12-08","1","Bottom Water","0.9","6.5","7.7","33","2.3","21.1","2","0.21"
"Eastern Buffer","EM1","2013-01-11","1","Surface Water","0.9","7.7","8","32.8","5.7","17.7","1.4","0.18"
"Eastern Buffer","EM1","2013-01-11","1","Middle Water","1.3","7.7","8","32.9","6.1","17.6","1.2","0.17"
"Eastern Buffer","EM1","2013-01-11","1","Bottom Water","0.7","7.7","8","32.9","7","17.5","1.3","0.16"
"Eastern Buffer","EM1","2013-02-23","1","Surface Water","3","8","7.9","32.1","1.4","18","1.2","0.12"
"Eastern Buffer","EM1","2013-02-23","1","Middle Water","3.2","8.3","7.9","32.1","1.1","18","0.6","0.12"
"Eastern Buffer","EM1","2013-02-23","1","Bottom Water","3","8.3","7.9","32.1","1.2","18","1.1","0.13"
"Eastern Buffer","EM1","2013-03-15","1","Surface Water","2.6","7.6","7.8","32.6","1","19","0.5","0.11"
"Eastern Buffer","EM1","2013-03-15","1","Middle Water","2.3","7.9","7.8","32.6","0.9","19","0.6","0.09"
"Eastern Buffer","EM1","2013-03-15","1","Bottom Water","2.4","7.7","7.8","32.6","0.9","19","<0.5","0.08"
"Eastern Buffer","EM1","2013-04-03","1","Surface Water","0.9","7.2","8.1","32.7","0.5","19.8","1","0.07"
"Eastern Buffer","EM1","2013-04-03","1","Middle Water","2.4","7.2","8.1","32.7","0.5","19.8","<0.5","0.07"
"Eastern Buffer","EM1","2013-04-03","1","Bottom Water","1.6","7.1","8.1","32.8","0.8","19.8","<0.5","0.08"
"Eastern Buffer","EM1","2013-05-03","1","Surface Water","1.9","6.7","8","33.3","1.9","21.7","2.7","0.07"
"Eastern Buffer","EM1","2013-05-03","1","Middle Water","1.4","6.7","8","33.3","2","21.7","2.4","0.06"
"Eastern Buffer","EM1","2013-05-03","1","Bottom Water","1.3","6.7","8","33.4","5","21.7","6.5","0.02"
"Eastern Buffer","EM1","2013-06-04","1","Surface Water","6.2","7.9","8.1","30.1","1.4","25.7","2.3","0.95"
"Eastern Buffer","EM1","2013-06-04","1","Middle Water","1.6","4.1","7.9","33.7","2","23.5","1.8","0.12"
"Eastern Buffer","EM1","2013-06-04","1","Bottom Water","0.3","3.9","7.9","33.9","1.9","23.4","1.9","0.11"
"Eastern Buffer","EM1","2013-07-03","1","Surface Water","4.1","5.9","8.2","25.2","1","27.9","2.2","0.53"
"Eastern Buffer","EM1","2013-07-03","1","Middle Water","2","3.8","8","31","2.4","25","3.7","0.34"
"Eastern Buffer","EM1","2013-07-03","1","Bottom Water","1.3","3.6","8","32.9","3.5","23.9","4.1","0.17"
"Eastern Buffer","EM1","2013-08-01","1","Surface Water","34","8.3","8.2","29.3","1.7","28.2","3.8","0.17"
"Eastern Buffer","EM1","2013-08-01","1","Middle Water","27","7.2","8.1","29.9","2","27.4","3","0.21"
"Eastern Buffer","EM1","2013-08-01","1","Bottom Water","5.2","3.6","7.9","32.7","3.7","24.3","2.8","0.25"
"Eastern Buffer","EM1","2013-09-19","1","Surface Water","1.7","5.2","8.3","30.7","4.1","28.2","3.4","0.14"
"Eastern Buffer","EM1","2013-09-19","1","Middle Water","1.3","5.6","8.3","30.8","4.3","28","5.5","0.07"
"Eastern Buffer","EM1","2013-09-19","1","Bottom Water","1.6","5.7","8.3","30.9","3.8","28","5.1","0.07"
"Eastern Buffer","EM1","2013-10-03","1","Surface Water","1.8","5.3","8","31.4","2.5","28.1","4","0.12"
"Eastern Buffer","EM1","2013-10-03","1","Middle Water","1","5.6","8","31.6","2.6","27.8","4.1","0.1"
"Eastern Buffer","EM1","2013-10-03","1","Bottom Water","1.9","5.7","8","31.7","2.6","27.8","4","0.08"
"Eastern Buffer","EM1","2013-11-04","1","Surface Water","3.1","4.6","8","32.1","3","24.9","3.6","0.12"
"Eastern Buffer","EM1","2013-11-04","1","Middle Water","3.1","6.3","8","32.3","3.2","25.1","4.6","0.11"
"Eastern Buffer","EM1","2013-11-04","1","Bottom Water","2.8","6.4","8.1","32.3","3.8","25","4.9","0.1"
"Eastern Buffer","EM1","2013-12-07","1","Surface Water","2.4","7.2","7.8","32.9","1.6","21","3.2","0.23"
"Eastern Buffer","EM1","2013-12-07","1","Middle Water","1.4","6.7","7.9","33","2.4","21","3","0.21"
"Eastern Buffer","EM1","2013-12-07","1","Bottom Water","1.1","6.7","7.9","33.1","3.4","20.9","3.6","0.2"
"Eastern Buffer","EM1","2014-01-08","1","Surface Water","0.4","5.6","8","33","2","17.3","0.9","0.16"
"Eastern Buffer","EM1","2014-01-08","1","Middle Water","0.4","7.4","8.1","33.1","2.4","17.1","1.9","0.19"
"Eastern Buffer","EM1","2014-01-08","1","Bottom Water","0.2","7.5","8.1","33.1","2.6","17","1.9","0.15"
"Eastern Buffer","EM1","2014-02-05","1","Surface Water","6.4","6.6","8","33.1","1.5","18","2.5","0.09"
"Eastern Buffer","EM1","2014-02-05","1","Middle Water","7.1","8.5","8","33.2","2","18.2","2.3","0.1"
"Eastern Buffer","EM1","2014-02-05","1","Bottom Water","7.6","8.5","8","33.2","2.2","18.2","4.7","0.1"
"Eastern Buffer","EM1","2014-03-03","1","Surface Water","0.8","4.6","7.8","33.5","0.8","17.5","1.7","0.13"
"Eastern Buffer","EM1","2014-03-03","1","Middle Water","0.5","7.8","7.9","33.5","0.7","17.6","1.8","0.11"
"Eastern Buffer","EM1","2014-03-03","1","Bottom Water","0.6","8.2","7.9","33.5","0.6","17.5","1.4","0.08"
"Eastern Buffer","EM1","2014-04-17","1","Surface Water","2.2","7.6","8.3","33.2","0.9","21.7","0.9","0.05"
"Eastern Buffer","EM1","2014-04-17","1","Middle Water","1.6","7.8","8.3","33.2","0.8","21.6","1.3","0.05"
"Eastern Buffer","EM1","2014-04-17","1","Bottom Water","2.3","7.5","8.3","33.3","0.8","21.3","0.6","0.05"
"Eastern Buffer","EM1","2014-05-12","1","Surface Water","0.2","5.2","8","28.7","2.8","23.5","3.3","0.3"
"Eastern Buffer","EM1","2014-05-12","1","Middle Water","0.5","5.5","8.1","32.7","3.1","23.2","3","0.18"
"Eastern Buffer","EM1","2014-05-12","1","Bottom Water","0.2","5.8","8.1","33","3.3","23.1","13","0.13"
"Eastern Buffer","EM1","2014-06-09","1","Surface Water","2.9","6.9","8.2","29.9","1","27","1.6","0.18"
"Eastern Buffer","EM1","2014-06-09","1","Middle Water","5.6","6.4","8.2","31.8","1.3","25.1","2","0.14"
"Eastern Buffer","EM1","2014-06-09","1","Bottom Water","6.3","3.6","8","33.9","2.9","22.4","3.2","0.14"
"Eastern Buffer","EM1","2014-07-03","1","Surface Water","22","8.7","8.3","28.6","1.3","28.6","2.6","0.19"
"Eastern Buffer","EM1","2014-07-03","1","Middle Water","7.9","3.7","8","31.4","1.7","26.1","2.6","0.22"
"Eastern Buffer","EM1","2014-07-03","1","Bottom Water","1.7","2.8","7.9","33.8","3.3","23.7","3.9","0.14"
"Eastern Buffer","EM1","2014-08-01","1","Surface Water","10","4.7","7.9","31.2","0.6","26.9","2.8","0.23"
"Eastern Buffer","EM1","2014-08-01","1","Middle Water","4.8","4.1","7.7","33.2","1.4","23.9","2.5","0.16"
"Eastern Buffer","EM1","2014-08-01","1","Bottom Water","<0.2","3.4","7.7","34.2","3.1","22.7","2.8","0.13"
"Eastern Buffer","EM1","2014-09-08","1","Surface Water","2.7","3.9","7.7","31.9","4.1","28","12","0.19"
"Eastern Buffer","EM1","2014-09-08","1","Middle Water","3","4.5","7.6","31.9","6.7","27.7","10","0.13"
"Eastern Buffer","EM1","2014-09-08","1","Bottom Water","4.3","4.5","7.6","31.9","10.5","27.7","7.2","0.2"
"Eastern Buffer","EM1","2014-10-03","1","Surface Water","<0.2","4","7.4","32.3","2.2","29.3","3.8","0.33"
"Eastern Buffer","EM1","2014-10-03","1","Middle Water","<0.2","4.1","7.4","32.7","2.6","29.1","4.5","0.26"
"Eastern Buffer","EM1","2014-10-03","1","Bottom Water","<0.2","4.9","7.5","33.2","4.4","28.9","9.3","0.13"
"Eastern Buffer","EM1","2014-11-13","1","Surface Water","6.8","4.8","8","32.8","4.3","24.6","2.7","0.14"
