"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Victoria Harbour","VM1","2007-11-08","1","Bottom Water","1.6","6","8.1","33","4.2","23.7","6.6","0.15"
"Victoria Harbour","VM1","2007-12-04","1","Surface Water","2.9","5.2","8","31.6","7.2","20.6","1.2","0.37"
"Victoria Harbour","VM1","2007-12-04","1","Middle Water","1.6","6","8","31.7","7.5","20.4","1.6","0.32"
"Victoria Harbour","VM1","2007-12-04","1","Bottom Water","1.8","6.1","8","31.7","7.9","20.4","1.9","0.31"
"Victoria Harbour","VM1","2008-01-03","1","Surface Water","4.3","6.5","8","31.4","6.3","18.6","2","0.28"
"Victoria Harbour","VM1","2008-01-03","1","Middle Water","2.6","6.9","8.1","31.5","6.6","18.4","1.6","0.22"
"Victoria Harbour","VM1","2008-01-03","1","Bottom Water","2.5","7","8.1","31.6","6.8","18.4","2.3","0.22"
"Victoria Harbour","VM1","2008-02-01","1","Surface Water","1","7","8.1","32.2","7.1","16.1","2.6","0.18"
"Victoria Harbour","VM1","2008-02-01","1","Middle Water","1.1","7.2","8.1","32.2","6.7","16.1","1.1","0.19"
"Victoria Harbour","VM1","2008-02-01","1","Bottom Water","1.4","7.2","8.1","32.2","7.1","16.1","1.4","0.18"
"Victoria Harbour","VM1","2008-03-28","1","Surface Water","0.8","5.8","8","32.7","9","19.9","2.8","0.25"
"Victoria Harbour","VM1","2008-03-28","1","Middle Water","0.4","6.6","8.1","33.4","10.5","19.9","5.7","0.13"
"Victoria Harbour","VM1","2008-03-28","1","Bottom Water","1.1","6.7","8.2","33.5","12.7","20","6.8","0.12"
"Victoria Harbour","VM1","2008-04-23","1","Surface Water","0.6","6.8","8","33.2","10.2","22.9","5.2","0.16"
"Victoria Harbour","VM1","2008-04-23","1","Middle Water","0.6","6.3","8","33.6","14.4","22.8","12","0.1"
"Victoria Harbour","VM1","2008-04-23","1","Bottom Water","1.2","6.4","8.1","33.6","15.3","22.8","14","0.09"
"Victoria Harbour","VM1","2008-05-19","1","Surface Water","5.7","5","8","33.1","6.8","24.9","4.7","0.27"
"Victoria Harbour","VM1","2008-05-19","1","Middle Water","1.5","5.5","8","33.4","7.9","24.8","6.6","0.16"
"Victoria Harbour","VM1","2008-05-19","1","Bottom Water","1.1","5.5","8","33.5","10.1","24.7","9.9","0.14"
"Victoria Harbour","VM1","2008-06-11","1","Surface Water","15","6.7","8.3","24.4","7.9","26.9","4.6","0.78"
"Victoria Harbour","VM1","2008-06-11","1","Middle Water","1.2","4.5","8.2","33.1","9.1","25.4","4.9","0.17"
"Victoria Harbour","VM1","2008-06-11","1","Bottom Water","0.7","4.5","8.3","33.6","12.7","25.3","9.2","0.12"
"Victoria Harbour","VM1","2008-07-02","1","Surface Water","2.3","2.9","7.9","26.4","16.6","25.8","2.2","0.55"
"Victoria Harbour","VM1","2008-07-02","1","Middle Water","1.7","3.7","7.9","28.9","12.9","25.2","3.8","0.45"
"Victoria Harbour","VM1","2008-07-02","1","Bottom Water","2.5","2.9","7.9","32.6","26.4","24.1","35","0.25"
"Victoria Harbour","VM1","2008-08-04","1","Surface Water","20","8","8.3","31.6","7","25.3","3","0.1"
"Victoria Harbour","VM1","2008-08-04","1","Middle Water","8.4","4.8","8.2","33.3","9.3","22.8","5.4","0.13"
"Victoria Harbour","VM1","2008-08-04","1","Bottom Water","5.6","4.7","8.2","33.6","10.3","22.5","7.8","0.12"
"Victoria Harbour","VM1","2008-09-19","1","Surface Water","1.5","4.5","8","30.9","8.5","27.8","2.5","0.17"
"Victoria Harbour","VM1","2008-09-19","1","Middle Water","0.9","2.8","7.9","32","12.3","25.8","9.2","0.25"
"Victoria Harbour","VM1","2008-09-19","1","Bottom Water","0.8","2.7","7.9","32.1","14.2","25.7","10","0.22"
"Victoria Harbour","VM1","2008-10-08","1","Surface Water","1.3","5.2","8","31.2","3.3","27","3.5","0.33"
"Victoria Harbour","VM1","2008-10-08","1","Middle Water","1.1","4.5","8","31.7","3.8","27.2","6.5","0.22"
"Victoria Harbour","VM1","2008-10-08","1","Bottom Water","0.9","4.9","8.1","32.2","7.3","27.3","10","0.15"
"Victoria Harbour","VM1","2008-11-05","1","Surface Water","0.5","5.4","8","32","3.7","26.5","4.6","0.19"
"Victoria Harbour","VM1","2008-11-05","1","Middle Water","<0.2","5.4","8","32.1","3.7","26.5","5","0.17"
"Victoria Harbour","VM1","2008-11-05","1","Bottom Water","0.5","5.7","8.1","32.2","4.8","26.5","7.2","0.14"
"Victoria Harbour","VM1","2008-12-10","1","Surface Water","2.8","6","8","32.6","1.9","20.7","2.1","0.31"
"Victoria Harbour","VM1","2008-12-10","1","Middle Water","1.5","6.1","8","32.8","2.1","20.6","3.6","0.21"
"Victoria Harbour","VM1","2008-12-10","1","Bottom Water","2.1","6.1","8.1","32.9","4.7","20.5","6.2","0.2"
"Victoria Harbour","VM1","2009-01-06","1","Surface Water","1.6","6.4","8","33.2","2.2","18.6","2.5","0.19"
"Victoria Harbour","VM1","2009-01-06","1","Middle Water","0.9","7","8","33.3","2.6","18.6","3.5","0.16"
"Victoria Harbour","VM1","2009-01-06","1","Bottom Water","1.3","7.1","8","33.3","3.4","18.5","4.5","0.14"
"Victoria Harbour","VM1","2009-02-27","1","Surface Water","<0.2","5.9","8.1","33","6.8","19.8","3.6","0.19"
"Victoria Harbour","VM1","2009-02-27","1","Middle Water","0.3","6.1","8.2","33","7","19.7","3.2","0.16"
"Victoria Harbour","VM1","2009-02-27","1","Bottom Water","0.7","6.3","8.2","33.1","7.5","19.6","47","0.16"
"Victoria Harbour","VM1","2009-03-16","1","Surface Water","2","6","8","33.4","7.4","19.2","2.5","0.16"
"Victoria Harbour","VM1","2009-03-16","1","Middle Water","1.4","6.3","8.1","33.5","8.3","19.1","3.2","0.13"
"Victoria Harbour","VM1","2009-03-16","1","Bottom Water","1.3","6.5","8.1","33.5","11.2","19","7.1","0.11"
"Victoria Harbour","VM1","2009-04-22","1","Surface Water","2.4","4.9","8","33.6","2.2","22.6","3.1","0.06"
"Victoria Harbour","VM1","2009-04-22","1","Middle Water","2.6","5","8","33.6","2.4","22.6","3.1","0.07"
"Victoria Harbour","VM1","2009-04-22","1","Bottom Water","2.4","5.2","8","33.6","3.1","22.6","4.3","0.06"
"Victoria Harbour","VM1","2009-05-07","1","Surface Water","3.8","5.9","7.9","33.4","2.2","22.9","3.4","0.1"
"Victoria Harbour","VM1","2009-05-07","1","Middle Water","2.5","5.7","7.9","33.4","3.9","22.9","5.2","0.07"
"Victoria Harbour","VM1","2009-05-07","1","Bottom Water","2.3","5.5","7.9","33.5","6.6","22.9","8.4","0.07"
"Victoria Harbour","VM1","2009-06-03","1","Surface Water","1.1","3.4","7.7","31.1","3.5","26.3","5","0.4"
"Victoria Harbour","VM1","2009-06-03","1","Middle Water","1.3","3.8","7.8","31.5","3.7","26.3","5.2","0.36"
"Victoria Harbour","VM1","2009-06-03","1","Bottom Water","1.1","3.4","7.8","31.9","6.8","26.2","10","0.25"
"Victoria Harbour","VM1","2009-07-02","1","Surface Water","4.7","4.6","7.8","22.6","2","28.3","2.2","0.72"
"Victoria Harbour","VM1","2009-07-02","1","Middle Water","0.7","4.1","7.8","25","6.3","27.6","9.2","0.18"
"Victoria Harbour","VM1","2009-07-02","1","Bottom Water","0.7","3.3","7.7","33.3","7.6","24.7","10","0.1"
"Victoria Harbour","VM1","2009-08-21","1","Surface Water","9.5","5.2","8.3","31.5","8.4","25.9","3.6","0.18"
"Victoria Harbour","VM1","2009-08-21","1","Middle Water","8.4","4.5","8.3","32.7","9.4","24.6","4.9","0.16"
"Victoria Harbour","VM1","2009-08-21","1","Bottom Water","3.9","3.4","8.3","33.6","16","23.5","16","0.16"
"Victoria Harbour","VM1","2009-09-03","1","Surface Water","4.4","5.6","8.1","31.1","4.4","28.6","4.6","0.09"
"Victoria Harbour","VM1","2009-09-03","1","Middle Water","4.4","6","8.1","31.2","3.4","28.3","12","0.15"
"Victoria Harbour","VM1","2009-09-03","1","Bottom Water","4.7","4.5","8","31.7","9.2","26.9","14","0.17"
"Victoria Harbour","VM1","2009-10-07","1","Surface Water","2.2","5.6","8","32.1","5.9","28.5","7.2","0.11"
"Victoria Harbour","VM1","2009-10-07","1","Middle Water","1.7","5.7","8","32.1","5.7","28.4","8","0.1"
"Victoria Harbour","VM1","2009-10-07","1","Bottom Water","1.4","6","8","32.2","7.8","28.4","11","0.06"
"Victoria Harbour","VM1","2009-11-04","1","Surface Water","7.2","6.9","8","33","5.1","25","5.7","0.07"
"Victoria Harbour","VM1","2009-11-04","1","Middle Water","6.2","6.9","8","33","4.6","24.9","6.2","0.08"
"Victoria Harbour","VM1","2009-11-04","1","Bottom Water","6.9","7","8","33.1","5","24.9","6.3","0.06"
"Victoria Harbour","VM1","2009-12-03","1","Surface Water","1","6.5","7.9","33.1","3","21.3","3.9","0.17"
"Victoria Harbour","VM1","2009-12-03","1","Middle Water","1","6.5","7.9","33.1","3","21.3","4.3","0.19"
"Victoria Harbour","VM1","2009-12-03","1","Bottom Water","1.1","6.5","7.9","33.1","2.8","21.3","4.7","0.17"
"Victoria Harbour","VM1","2010-01-07","1","Surface Water","0.9","7","7.8","32.1","2","18","3.1","0.22"
"Victoria Harbour","VM1","2010-01-07","1","Middle Water","0.8","7","7.8","32.1","2.3","18","2.9","0.21"
"Victoria Harbour","VM1","2010-01-07","1","Bottom Water","0.9","7","7.8","32.1","2.1","18","2.9","0.21"
"Victoria Harbour","VM1","2010-02-22","1","Surface Water","1.7","6.6","7.9","32.4","4.4","16.5","1.2","0.21"
"Victoria Harbour","VM1","2010-02-22","1","Middle Water","2","6.9","8","32.5","4.4","16.4","1.3","0.17"
"Victoria Harbour","VM1","2010-02-22","1","Bottom Water","1.4","9.4","8","32.6","4.7","16.5","1.8","0.18"
"Victoria Harbour","VM1","2010-03-26","1","Surface Water","1","6.9","7.7","33.4","1.5","20.1","1.5","0.14"
"Victoria Harbour","VM1","2010-03-26","1","Middle Water","0.5","7","7.7","33.6","1.4","20","1.7","0.1"
"Victoria Harbour","VM1","2010-03-26","1","Bottom Water","0.3","7","7.7","33.7","1.8","20.1","1.5","0.08"
"Victoria Harbour","VM1","2010-04-09","1","Surface Water","1.1","6.8","7.7","33.4","2","19.9","1.5","0.15"
"Victoria Harbour","VM1","2010-04-09","1","Middle Water","0.6","7","7.7","33.8","2.7","19.7","3.1","0.06"
"Victoria Harbour","VM1","2010-04-09","1","Bottom Water","0.6","7","7.7","33.8","3.6","19.7","4.1","0.06"
"Victoria Harbour","VM1","2010-05-26","1","Surface Water","8.6","6.8","7.6","32.1","1.2","25.1","1.5","0.25"
"Victoria Harbour","VM1","2010-05-26","1","Middle Water","5.1","6.3","7.6","32.4","2","24.9","2.3","0.27"
"Victoria Harbour","VM1","2010-05-26","1","Bottom Water","2.7","6.4","7.6","32.8","3.5","24.7","5.6","0.18"
"Victoria Harbour","VM1","2010-06-10","1","Surface Water","3.7","5.6","7.8","29.4","2.7","26.2","1.4","0.16"
"Victoria Harbour","VM1","2010-06-10","1","Middle Water","5","4","7.7","32.1","0.9","26","1.1","0.23"
"Victoria Harbour","VM1","2010-06-10","1","Bottom Water","7.9","4.2","7.8","32.7","2.3","25.9","3.1","0.3"
"Victoria Harbour","VM1","2010-07-07","1","Surface Water","7.3","4.4","8.1","24.3","1.3","27.7","1.8","0.5"
"Victoria Harbour","VM1","2010-07-07","1","Middle Water","0.9","4.4","7.8","29.3","2.9","26","2.8","0.23"
"Victoria Harbour","VM1","2010-07-07","1","Bottom Water","1","2.3","7.7","33.8","3","23.5","4","0.17"
"Victoria Harbour","VM1","2010-08-04","1","Surface Water","33","6.9","8.1","26.5","19.6","28","5.2","0.39"
"Victoria Harbour","VM1","2010-08-04","1","Middle Water","2.5","3.5","8.1","33.8","6.7","23.7","6.7","0.16"
"Victoria Harbour","VM1","2010-08-04","1","Bottom Water","1.2","3.7","8.1","34.3","10","23.3","12","0.12"
"Victoria Harbour","VM1","2010-09-01","1","Surface Water","2.7","4.8","8.3","30.6","3","28.5","1.6","0.25"
"Victoria Harbour","VM1","2010-09-01","1","Middle Water","<0.2","2.6","8.2","32.9","5.9","25","6.4","0.22"
"Victoria Harbour","VM1","2010-09-01","1","Bottom Water","<0.2","2.4","8.1","33.6","8.3","24","10","0.19"
"Victoria Harbour","VM1","2010-10-13","1","Surface Water","0.3","4.5","8","30.6","5.3","27.3","7.4","0.31"
"Victoria Harbour","VM1","2010-10-13","1","Middle Water","0.7","4.5","8","30.5","5.2","27.3","8.2","0.33"
"Victoria Harbour","VM1","2010-10-13","1","Bottom Water","0.9","4.5","8","30.6","5.3","27.3","8.7","0.31"
"Victoria Harbour","VM1","2010-11-01","1","Surface Water","1.2","4.9","7.8","31.9","3.2","24.2","4.5","0.23"
"Victoria Harbour","VM1","2010-11-01","1","Middle Water","1.2","5.2","7.9","32","4.4","24.1","6.6","0.21"
"Victoria Harbour","VM1","2010-11-01","1","Bottom Water","0.8","5.3","7.9","32.1","5.1","24","7.5","0.19"
"Victoria Harbour","VM1","2010-12-16","1","Surface Water","0.3","4.8","7.9","31.7","2.4","19.8","2.6","0.12"
"Victoria Harbour","VM1","2010-12-16","1","Middle Water","0.6","6.6","8","32.8","3.3","20.4","2.4","0.12"
"Victoria Harbour","VM1","2010-12-16","1","Bottom Water","0.7","6.7","8","32.9","3.3","20.5","3.8","0.12"
"Victoria Harbour","VM1","2011-01-12","1","Surface Water","0.4","6.9","7.7","32.9","1.8","16.6","2.5","0.23"
"Victoria Harbour","VM1","2011-01-12","1","Middle Water","0.6","7","7.8","33","1.8","16.6","2.2","0.19"
"Victoria Harbour","VM1","2011-01-12","1","Bottom Water","0.4","7.1","7.8","33","2.2","16.6","2.9","0.17"
"Victoria Harbour","VM1","2011-02-09","1","Surface Water","1.8","7.4","7.6","31.7","1.7","15.9","2.4","0.37"
"Victoria Harbour","VM1","2011-02-09","1","Middle Water","1.7","7.4","7.6","31.7","1.8","15.9","3","0.37"
"Victoria Harbour","VM1","2011-02-09","1","Bottom Water","2","7.6","7.6","31.7","2.3","15.7","3.7","0.33"
"Victoria Harbour","VM1","2011-03-16","1","Surface Water","2.8","7","7.8","32.7","1.1","18","1.4","0.3"
"Victoria Harbour","VM1","2011-03-16","1","Middle Water","2.7","6.8","7.8","33.5","2.8","18.6","4.9","0.17"
"Victoria Harbour","VM1","2011-03-16","1","Bottom Water","2.1","6.7","7.8","33.7","2.7","18.9","5.5","0.13"
"Victoria Harbour","VM1","2011-04-06","1","Surface Water","1","6.7","7.6","33.5","3","18.7","3.4","0.21"
"Victoria Harbour","VM1","2011-04-06","1","Middle Water","1.5","6.7","7.6","33.5","2.5","18.7","4","0.21"
"Victoria Harbour","VM1","2011-04-06","1","Bottom Water","1.1","6.7","7.6","33.5","2.5","18.7","4.1","0.21"
"Victoria Harbour","VM1","2011-05-11","1","Surface Water","2.2","5.1","7.5","31.5","1.1","25.3","1.6","0.51"
"Victoria Harbour","VM1","2011-05-11","1","Middle Water","2.6","5.3","7.6","33.5","3","23.4","4.4","0.18"
"Victoria Harbour","VM1","2011-05-11","1","Bottom Water","0.9","5.2","7.7","33.9","5.3","22.7","7.6","0.1"
"Victoria Harbour","VM1","2011-06-08","1","Surface Water","2","4.4","7.8","31.1","0.7","27.6","0.5","0.45"
"Victoria Harbour","VM1","2011-06-08","1","Middle Water","1.3","4.8","7.9","33.6","3.3","25.6","3.8","0.12"
"Victoria Harbour","VM1","2011-06-08","1","Bottom Water","1.1","4.8","8","33.8","6.1","25.3","5.6","0.09"
"Victoria Harbour","VM1","2011-07-08","1","Surface Water","14","3.9","7.9","26.8","2.2","26.9","3.5","0.56"
"Victoria Harbour","VM1","2011-07-08","1","Middle Water","0.7","3.1","7.9","29.3","3.3","25.4","3.4","0.14"
"Victoria Harbour","VM1","2011-07-08","1","Bottom Water","<0.2","2.9","7.9","34","6.2","22.3","9.5","0.1"
"Victoria Harbour","VM1","2011-08-03","1","Surface Water","1.8","4.1","8.1","31.7","1.4","25.9","1.7","0.25"
"Victoria Harbour","VM1","2011-08-03","1","Middle Water","1.5","3.4","8.1","32.8","3.6","24.3","5.1","0.18"
"Victoria Harbour","VM1","2011-08-03","1","Bottom Water","0.7","3.1","8.1","33.4","7.2","23.5","9.5","0.14"
"Victoria Harbour","VM1","2011-09-02","1","Surface Water","0.9","4.1","7.9","32.9","2","25.4","2.5","0.24"
"Victoria Harbour","VM1","2011-09-02","1","Middle Water","1.6","3.5","7.9","33.3","3.8","24.5","5","0.22"
"Victoria Harbour","VM1","2011-09-02","1","Bottom Water","1.7","3.3","7.9","33.7","5.2","23.6","6.1","0.21"
"Victoria Harbour","VM1","2011-10-06","1","Surface Water","0.9","5.5","8.3","33.1","4.1","26.4","5.2","0.17"
"Victoria Harbour","VM1","2011-10-06","1","Middle Water","0.8","5.6","8.3","33.2","5.2","26.4","8.3","0.12"
"Victoria Harbour","VM1","2011-10-06","1","Bottom Water","0.6","5.9","8.3","33.4","8.8","26.3","12","0.11"
"Victoria Harbour","VM1","2011-11-02","1","Surface Water","3","5.7","7.8","32.8","3","25.5","4.4","0.19"
"Victoria Harbour","VM1","2011-11-02","1","Middle Water","1.5","5.8","7.8","32.8","3.9","25.4","6.3","0.2"
"Victoria Harbour","VM1","2011-11-02","1","Bottom Water","1.1","6","7.8","32.9","4.8","25.4","6.9","0.16"
"Victoria Harbour","VM1","2011-12-05","1","Surface Water","3","6.5","7.7","32.1","2.3","21.4","2.3","0.25"
"Victoria Harbour","VM1","2011-12-05","1","Middle Water","0.9","6.6","7.7","32.2","2.6","21.4","3","0.24"
"Victoria Harbour","VM1","2011-12-05","1","Bottom Water","1","6.7","7.7","32.2","2.8","21.4","3.2","0.24"
"Victoria Harbour","VM1","2012-01-04","1","Surface Water","3.3","7.7","7.8","31","1","17.8","1.5","0.37"
"Victoria Harbour","VM1","2012-01-04","1","Middle Water","3.2","7.8","7.8","31","1","17.7","1.4","0.34"
"Victoria Harbour","VM1","2012-01-04","1","Bottom Water","2","7.8","7.9","31","1.3","17.7","1.5","0.35"
"Victoria Harbour","VM1","2012-02-01","1","Surface Water","0.7","7.7","7.9","31.7","0.9","16.2","0.8","0.28"
"Victoria Harbour","VM1","2012-02-01","1","Middle Water","1.1","7.5","8","32.3","1.2","16.7","1","0.21"
"Victoria Harbour","VM1","2012-02-01","1","Bottom Water","1","7.4","8","32.5","1.6","17","1.9","0.2"
"Victoria Harbour","VM1","2012-03-08","1","Surface Water","0.3","7.4","7.5","31.5","0.9","16.1","2.3","0.31"
"Victoria Harbour","VM1","2012-03-08","1","Middle Water","0.3","7.5","7.5","31.6","1.6","16.1","1.7","0.3"
"Victoria Harbour","VM1","2012-03-08","1","Bottom Water","0.5","7.6","7.5","31.7","1.2","16","1.5","0.29"
"Victoria Harbour","VM1","2012-04-13","1","Surface Water","2.1","7.6","7.6","32","2.4","21.6","1.8","0.35"
"Victoria Harbour","VM1","2012-04-13","1","Middle Water","0.9","7.9","7.7","33.2","4.6","21.7","5.1","0.11"
"Victoria Harbour","VM1","2012-04-13","1","Bottom Water","1.2","8","7.7","33.3","5.2","21.8","6.2","0.09"
"Victoria Harbour","VM1","2012-05-02","1","Surface Water","0.8","6.7","7.5","28.7","1.8","24.6","1.2","0.71"
"Victoria Harbour","VM1","2012-05-02","1","Middle Water","0.4","6.7","7.6","31.8","2.3","23.5","1.9","0.68"
"Victoria Harbour","VM1","2012-05-02","1","Bottom Water","0.5","7.1","7.6","32.6","5.3","23.1","7.2","0.19"
"Victoria Harbour","VM1","2012-06-06","1","Surface Water","1.4","7.4","7.6","31.5","13","27.3","2","0.16"
"Victoria Harbour","VM1","2012-06-06","1","Middle Water","1","7","7.7","31.7","2.1","27.1","2.5","0.17"
"Victoria Harbour","VM1","2012-06-06","1","Bottom Water","0.6","7","7.7","31.8","5.7","27","10","0.15"
"Victoria Harbour","VM1","2012-07-05","1","Surface Water","2.1","5.8","7.4","29.3","8.3","26.9","2.1","0.37"
"Victoria Harbour","VM1","2012-07-05","1","Middle Water","2.9","5.6","7.5","31.2","7.9","26.2","2.7","0.24"
"Victoria Harbour","VM1","2012-07-05","1","Bottom Water","2.1","5.1","7.5","31.9","10.9","25.7","7.4","0.19"
"Victoria Harbour","VM1","2012-08-01","1","Surface Water","1.8","5","8","30.9","1.5","26.9","2.4","0.27"
"Victoria Harbour","VM1","2012-08-01","1","Middle Water","4","4.7","8","31.4","2.4","26.5","3","0.21"
"Victoria Harbour","VM1","2012-08-01","1","Bottom Water","1.2","4.2","8","32.1","6.5","26.1","9.2","0.2"
"Victoria Harbour","VM1","2012-09-20","1","Surface Water","1.3","3.9","8","31.2","3.1","27.7","2.8","0.39"
"Victoria Harbour","VM1","2012-09-20","1","Middle Water","1.2","3.9","8","31.3","4.2","27.7","4.2","0.36"
"Victoria Harbour","VM1","2012-09-20","1","Bottom Water","0.7","3.9","8","31.6","5.8","27.5","8","0.28"
"Victoria Harbour","VM1","2012-10-03","1","Surface Water","0.6","5.1","8.3","32.1","5.1","27.7","6.4","0.22"
"Victoria Harbour","VM1","2012-10-03","1","Middle Water","0.6","5.3","8.3","32.1","4.2","27.7","6.3","0.2"
"Victoria Harbour","VM1","2012-10-03","1","Bottom Water","0.9","5.5","8.3","32.2","5","27.7","7","0.16"
"Victoria Harbour","VM1","2012-11-01","1","Surface Water","<0.2","5.8","8.1","32.5","4.2","25.2","4.8","0.16"
"Victoria Harbour","VM1","2012-11-01","1","Middle Water","<0.2","6","8.1","32.5","3.8","25.2","4.2","0.14"
"Victoria Harbour","VM1","2012-11-01","1","Bottom Water","0.3","6.1","8.2","32.6","5.2","25.2","5.2","0.14"
"Victoria Harbour","VM1","2012-12-03","1","Surface Water","1.5","5.8","7.6","32.8","3.5","22.1","2.6","0.26"
"Victoria Harbour","VM1","2012-12-03","1","Middle Water","1","6","7.6","32.8","2.8","22.1","3.1","0.23"
"Victoria Harbour","VM1","2012-12-03","1","Bottom Water","1.3","6.3","7.7","32.9","3.6","22.1","4.1","0.2"
"Victoria Harbour","VM1","2013-01-02","1","Surface Water","0.5","6.5","7.6","32.9","1.9","18.7","2.5","0.26"
"Victoria Harbour","VM1","2013-01-02","1","Middle Water","0.6","6.8","7.7","33","2","18.7","1.4","0.24"
"Victoria Harbour","VM1","2013-01-02","1","Bottom Water","0.5","7","7.7","33","2.1","18.7","2.1","0.23"
"Victoria Harbour","VM1","2013-02-23","1","Surface Water","1.8","8.1","7.9","32","1.5","18.1","1.1","0.29"
"Victoria Harbour","VM1","2013-02-23","1","Middle Water","3.2","8.1","7.9","32.1","1.4","18.1","1.1","0.17"
"Victoria Harbour","VM1","2013-02-23","1","Bottom Water","3.4","8.2","7.9","32.1","1.2","18.1","0.7","0.16"
"Victoria Harbour","VM1","2013-03-11","1","Surface Water","2.5","6.8","7.6","32.2","1","18.7","1.7","0.3"
"Victoria Harbour","VM1","2013-03-11","1","Middle Water","2.1","7.3","7.7","32.5","0.9","18.7","1","0.22"
"Victoria Harbour","VM1","2013-03-11","1","Bottom Water","1.6","7.4","7.7","33","1.2","18.8","1.3","0.15"
"Victoria Harbour","VM1","2013-04-18","1","Surface Water","1.1","5.7","7.9","31.8","0.7","21","1.2","0.38"
"Victoria Harbour","VM1","2013-04-18","1","Middle Water","0.6","6.2","8","33.2","1.7","20.5","2.6","0.14"
"Victoria Harbour","VM1","2013-04-18","1","Bottom Water","0.9","6.3","8","33.4","3.5","20.5","4.5","0.09"
"Victoria Harbour","VM1","2013-05-23","1","Surface Water","3.9","5.7","8","29.3","0.9","24.4","1.9","0.35"
"Victoria Harbour","VM1","2013-05-23","1","Middle Water","3.7","5.6","8.1","30.6","1.2","23.7","2.1","0.31"
"Victoria Harbour","VM1","2013-05-23","1","Bottom Water","1.8","5.3","8.1","32.8","5.3","23","6.9","0.17"
"Victoria Harbour","VM1","2013-06-06","1","Surface Water","11","5.8","8","29.7","1.1","25.6","1.8","0.35"
"Victoria Harbour","VM1","2013-06-06","1","Middle Water","6.9","5.4","8","31.2","1.3","25","1.9","0.27"
"Victoria Harbour","VM1","2013-06-06","1","Bottom Water","1.9","3.6","7.9","33.4","3.8","23.7","5.4","0.21"
"Victoria Harbour","VM1","2013-07-04","1","Surface Water","4.4","6.1","8.1","25","1","28.4","1.8","0.56"
"Victoria Harbour","VM1","2013-07-04","1","Middle Water","2.1","4","8","28.9","5.1","26.2","3","0.52"
"Victoria Harbour","VM1","2013-07-04","1","Bottom Water","2.5","3.2","8","33.5","7","23.6","15","0.17"
"Victoria Harbour","VM1","2013-08-12","1","Surface Water","4.3","6.8","8.1","30.9","1.2","27.5","2.8","0.23"
"Victoria Harbour","VM1","2013-08-12","1","Middle Water","3.6","3.9","7.9","33.3","6.7","23.9","9.3","0.19"
"Victoria Harbour","VM1","2013-08-12","1","Bottom Water","3.3","3.7","7.9","33.4","17.3","23.8","20","0.17"
"Victoria Harbour","VM1","2013-09-09","1","Surface Water","1.7","5.4","8.2","30.1","2.5","26.9","3.1","0.17"
"Victoria Harbour","VM1","2013-09-09","1","Middle Water","1.7","5.2","8.2","30.2","3.2","26.7","2.5","0.16"
"Victoria Harbour","VM1","2013-09-09","1","Bottom Water","1","5.1","8.2","30.3","4.9","26.6","5","0.16"
"Victoria Harbour","VM1","2013-10-04","1","Surface Water","1.4","5.1","8","31.6","2","27.8","3","0.13"
"Victoria Harbour","VM1","2013-10-04","1","Middle Water","1.7","5.7","8","31.8","2.8","27.8","4","0.09"
"Victoria Harbour","VM1","2013-10-04","1","Bottom Water","1.5","5.7","8","31.8","3.4","27.8","6.2","0.09"
"Victoria Harbour","VM1","2013-11-08","1","Surface Water","1.2","4.4","8","32","5.6","24.8","8.2","0.23"
"Victoria Harbour","VM1","2013-11-08","1","Middle Water","1.1","5.5","8","32.1","5.7","24.9","8.8","0.22"
"Victoria Harbour","VM1","2013-11-08","1","Bottom Water","1","5.6","8.1","32.1","5.8","24.9","9.5","0.21"
"Victoria Harbour","VM1","2013-12-02","1","Surface Water","1.6","5.4","8","32.6","3.1","21.1","3.3","0.26"
"Victoria Harbour","VM1","2013-12-02","1","Middle Water","1.4","6.3","8.1","32.7","2.8","21.1","3.9","0.25"
"Victoria Harbour","VM1","2013-12-02","1","Bottom Water","0.9","6.5","8.1","32.8","3.1","21.1","4","0.23"
"Victoria Harbour","VM1","2014-01-16","1","Surface Water","1.1","5.8","8.2","32.8","2.6","16.3","1.6","0.17"
"Victoria Harbour","VM1","2014-01-16","1","Middle Water","0.9","8.2","8.2","32.8","3","16.3","1.8","0.17"
"Victoria Harbour","VM1","2014-01-16","1","Bottom Water","1.1","8.2","8.2","32.8","3.7","16.3","2.2","0.18"
"Victoria Harbour","VM1","2014-02-26","1","Surface Water","0.4","8","8.1","33.2","0.4","16.5","0.8","0.17"
"Victoria Harbour","VM1","2014-02-26","1","Middle Water","0.5","8.3","8.1","33.4","0.5","16.5","1","0.1"
"Victoria Harbour","VM1","2014-02-26","1","Bottom Water","0.2","8.2","8.1","33.5","0.8","16.6","0.8","0.09"
"Victoria Harbour","VM1","2014-03-10","1","Surface Water","0.5","5.2","7.8","33.1","1.9","16","2.6","0.14"
"Victoria Harbour","VM1","2014-03-10","1","Middle Water","0.5","8.1","7.8","33.2","1.6","16.1","1.7","0.14"
"Victoria Harbour","VM1","2014-03-10","1","Bottom Water","0.5","8.2","7.9","33.2","1.6","16.1","2.3","0.14"
